lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
russian,36,0,Тропинка через луга во время деревенской ярмарки были протоптаны,SG-PL-PL,SG,PL,PL,bert,1.2786473,0.079054574618047
russian,36,0,Тропинки через луг во время деревенской ярмарки была протоптана,PL-SG-SG,PL,SG,SG,bert,1.2684127,0.05714068071457797
russian,36,0,Тропинки через луг во время деревенской ярмарки были протоптаны,PL-SG-PL,PL,SG,PL,bert,1.310842,0.07735165621092127
russian,36,0,Тропинки через луга во время деревенской ярмарки была протоптана,PL-PL-SG,PL,PL,SG,bert,1.278088,0.0599318055491562
russian,36,0,Тропинки через луга во время деревенской ярмарки были протоптаны,PL-PL-PL,PL,PL,PL,bert,1.341075,0.07627435467252927
russian,37,0,Тур на озеро для участников последней поездки был незабываемым,SG-SG-SG,SG,SG,SG,bert,1.0457556,0.09264093357714351
russian,37,0,Тур на озеро для участников последней поездки были незабываемыми,SG-SG-PL,SG,SG,PL,bert,1.1546075,0.0936440519341943
russian,37,0,Тур на озёра для участников последней поездки был незабываемым,SG-PL-SG,SG,PL,SG,bert,1.0344256,0.09453998192741082
russian,37,0,Тур на озёра для участников последней поездки были незабываемыми,SG-PL-PL,SG,PL,PL,bert,1.1548573,0.0927148310087091
russian,37,0,Туры на озеро для участников последней поездки был незабываемым,PL-SG-SG,PL,SG,SG,bert,0.94455117,0.08773151594691798
russian,37,0,Туры на озеро для участников последней поездки были незабываемыми,PL-SG-PL,PL,SG,PL,bert,1.2340782,0.08688888972987385
russian,37,0,Туры на озёра для участников последней поездки был незабываемым,PL-PL-SG,PL,PL,SG,bert,0.9368473,0.08908493105603278
russian,37,0,Туры на озёра для участников последней поездки были незабываемыми,PL-PL-PL,PL,PL,PL,bert,1.2247139,0.08754525843860747
russian,38,0,Удар в колено для юных неопытных борцов был болезненным,SG-SG-SG,SG,SG,SG,bert,1.1347721,0.06458736724172612
russian,38,0,Удар в колено для юных неопытных борцов были болезненными,SG-SG-PL,SG,SG,PL,bert,0.98565006,0.1004124737812901
russian,38,0,Удар в колени для юных неопытных борцов был болезненным,SG-PL-SG,SG,PL,SG,bert,1.1177115,0.08456656128061218
russian,38,0,Удар в колени для юных неопытных борцов были болезненными,SG-PL-PL,SG,PL,PL,bert,0.97052896,0.10375264208528483
russian,38,0,Удары в колено для юных неопытных борцов был болезненным,PL-SG-SG,PL,SG,SG,bert,1.0144414,0.07339957820136835
russian,38,0,Удары в колено для юных неопытных борцов были болезненными,PL-SG-PL,PL,SG,PL,bert,1.1283387,0.07973786691744046
russian,38,0,Удары в колени для юных неопытных борцов был болезненным,PL-PL-SG,PL,PL,SG,bert,0.99488384,0.09262920951198006
russian,38,0,Удары в колени для юных неопытных борцов были болезненными,PL-PL-PL,PL,PL,PL,bert,1.1044676,0.08719340037988842
russian,39,0,Цена на продукт из-за плохого качества сырья была низкой,SG-SG-SG,SG,SG,SG,bert,0.87911975,0.1294140964489202
russian,39,0,Цена на продукт из-за плохого качества сырья были низкими,SG-SG-PL,SG,SG,PL,bert,1.0980371,0.09470095306376057
russian,39,0,Цена на продукты из-за плохого качества сырья была низкой,SG-PL-SG,SG,PL,SG,bert,0.8927407,0.13793039518353858
russian,39,0,Цена на продукты из-за плохого качества сырья были низкими,SG-PL-PL,SG,PL,PL,bert,1.1115878,0.09213149994632516
russian,39,0,Цены на продукт из-за плохого качества сырья была низкой,PL-SG-SG,PL,SG,SG,bert,0.91106874,0.09678581872709098
russian,39,0,Цены на продукт из-за плохого качества сырья были низкими,PL-SG-PL,PL,SG,PL,bert,1.1654394,0.09064320499125
russian,39,0,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG,bert,0.8977855,0.1068106626587083
russian,39,0,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL,bert,1.1624281,0.08919183849860654
russian,40,0,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG,bert,1.0247409,0.07450904148761756
russian,40,0,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL,bert,0.9783211,0.07493027771980276
russian,40,0,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG,bert,1.0236491,0.07936404510182613
russian,40,0,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL,bert,0.99340475,0.07527465146977796
russian,40,0,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG,bert,1.0729803,0.05637914498735616
russian,40,0,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL,bert,1.1009814,0.08050574350909302
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG,bert,1.0555766,0.06586868026334242
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL,bert,1.113725,0.07745608432695952
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG,bert,1.274899,0.08039186679053528
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL,bert,1.2942955,0.08122259793750311
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG,bert,1.299582,0.06371014714353793
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL,bert,1.2978716,0.07999636041988492
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG,bert,1.1416435,0.06282804915808912
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL,bert,1.3755361,0.05968667120600915
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG,bert,1.1630507,0.043786891341065656
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL,bert,1.3904225,0.058934409094668946
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG,bert,1.0014051,0.07682476661118594
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL,bert,1.0727376,0.09238156807943446
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов была содержательной,SG-PL-SG,SG,PL,SG,bert,1.0014051,0.07682476661118594
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов были содержательными,SG-PL-PL,SG,PL,PL,bert,1.0727376,0.09238156807943446
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG,bert,0.9867965,0.06567822306175551
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL,bert,1.1382262,0.06250363944565107
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов была содержательной,PL-PL-SG,PL,PL,SG,bert,0.9867965,0.06567822306175551
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов были содержательными,PL-PL-PL,PL,PL,PL,bert,1.1382262,0.06250363944565107
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG,bert,1.0056976,0.10541061424759558
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL,bert,1.0377429,0.08548845801759203
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG,bert,1.0475037,0.09023056191854377
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL,bert,1.0403897,0.07748488072847126
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG,bert,0.9795376,0.08647542923322676
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL,bert,1.1772374,0.08247671675524922
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG,bert,1.0183741,0.06841820438233075
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL,bert,1.1818014,0.0717388106427905
russian,44,1,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG,bert,1.1165888,0.09161148368535843
russian,44,1,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL,bert,1.0008018,0.0899566550520654
russian,44,1,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG,bert,1.1109383,0.0940651714327729
russian,44,1,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL,bert,1.0028781,0.08992443911683597
russian,44,1,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG,bert,1.1222343,0.04243746971667736
russian,44,1,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL,bert,1.115946,0.07022621443152288
russian,44,1,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG,bert,1.110365,0.04961209954521975
russian,44,1,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL,bert,1.1051075,0.06842901970697386
russian,45,1,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG,bert,1.0930212,0.10800110910492987
russian,45,1,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL,bert,0.9968344,0.08510892789327233
russian,45,1,Выписка из программ во время затянувшегося заседания была сделана,SG-PL-SG,SG,PL,SG,bert,1.0910705,0.10759319592162339
russian,45,1,Выписка из программ во время затянувшегося заседания были сделаны,SG-PL-PL,SG,PL,PL,bert,0.9866678,0.09411950151189297
russian,45,1,Выписки из программы во время затянувшегося заседания была сделана,PL-SG-SG,PL,SG,SG,bert,1.0767521,0.07897502605480265
russian,45,1,Выписки из программы во время затянувшегося заседания были сделаны,PL-SG-PL,PL,SG,PL,bert,1.0905292,0.095741586716663
russian,45,1,Выписки из программ во время затянувшегося заседания была сделана,PL-PL-SG,PL,PL,SG,bert,1.0741149,0.06964729383468736
russian,45,1,Выписки из программ во время затянувшегося заседания были сделаны,PL-PL-PL,PL,PL,PL,bert,1.0719063,0.09121313127546089
russian,46,1,Выход из ситуации для опытного школьного психолога был очевидным,SG-SG-SG,SG,SG,SG,bert,1.2519212,0.05301705547851977
russian,46,1,Выход из ситуации для опытного школьного психолога были очевидными,SG-SG-PL,SG,SG,PL,bert,1.1380076,0.07280178449597559
russian,46,1,Выход из ситуаций для опытного школьного психолога был очевидным,SG-PL-SG,SG,PL,SG,bert,1.2519212,0.05301705547851977
russian,46,1,Выход из ситуаций для опытного школьного психолога были очевидными,SG-PL-PL,SG,PL,PL,bert,1.1380076,0.07280178449597559
russian,46,1,Выходы из ситуации для опытного школьного психолога был очевидным,PL-SG-SG,PL,SG,SG,bert,1.2333733,0.07101013070548706
russian,46,1,Выходы из ситуации для опытного школьного психолога были очевидными,PL-SG-PL,PL,SG,PL,bert,1.254225,0.07409030416980993
russian,46,1,Выходы из ситуаций для опытного школьного психолога был очевидным,PL-PL-SG,PL,PL,SG,bert,1.2333733,0.07101013070548706
russian,46,1,Выходы из ситуаций для опытного школьного психолога были очевидными,PL-PL-PL,PL,PL,PL,bert,1.254225,0.07409030416980993
russian,47,1,Доска для афиши к ограде маленького театра была прибита,SG-SG-SG,SG,SG,SG,bert,1.0922523,0.07861918261996535
russian,47,1,Доска для афиши к ограде маленького театра были прибиты,SG-SG-PL,SG,SG,PL,bert,1.0134659,0.07517065130334892
russian,47,1,Доска для афиш к ограде маленького театра была прибита,SG-PL-SG,SG,PL,SG,bert,1.0823342,0.08310041005716665
russian,47,1,Доска для афиш к ограде маленького театра были прибиты,SG-PL-PL,SG,PL,PL,bert,0.9911459,0.08486837279387885
russian,47,1,Доски для афиши к ограде маленького театра была прибита,PL-SG-SG,PL,SG,SG,bert,1.070833,0.05973155170424589
russian,47,1,Доски для афиши к ограде маленького театра были прибиты,PL-SG-PL,PL,SG,PL,bert,1.1401501,0.06126341797347922
russian,47,1,Доски для афиш к ограде маленького театра была прибита,PL-PL-SG,PL,PL,SG,bert,1.0608145,0.06620114656719038
russian,47,1,Доски для афиш к ограде маленького театра были прибиты,PL-PL-PL,PL,PL,PL,bert,1.1199872,0.0714315152443977
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации была пугающей,SG-SG-SG,SG,SG,SG,bert,1.1230628,0.10341530589276264
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации были пугающими,SG-SG-PL,SG,SG,PL,bert,1.119472,0.09154401324905982
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации была пугающей,SG-PL-SG,SG,PL,SG,bert,1.1251264,0.10174756640163328
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации были пугающими,SG-PL-PL,SG,PL,PL,bert,1.1201847,0.09227645345194879
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации была пугающей,PL-SG-SG,PL,SG,SG,bert,1.0879021,0.09426111685248738
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации были пугающими,PL-SG-PL,PL,SG,PL,bert,1.1982462,0.09125325299744161
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации была пугающей,PL-PL-SG,PL,PL,SG,bert,1.0883209,0.09328065519382447
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации были пугающими,PL-PL-PL,PL,PL,PL,bert,1.2013228,0.09160276943970566
russian,49,1,Зал для заседания по масштабам небольшого городка был громадным,SG-SG-SG,SG,SG,SG,bert,1.1043532,0.09476991978180548
russian,49,1,Зал для заседания по масштабам небольшого городка были громадными,SG-SG-PL,SG,SG,PL,bert,1.078165,0.09427472554202114
russian,49,1,Зал для заседаний по масштабам небольшого городка был громадным,SG-PL-SG,SG,PL,SG,bert,1.1021206,0.09650518377316644
russian,49,1,Зал для заседаний по масштабам небольшого городка были громадными,SG-PL-PL,SG,PL,PL,bert,1.0754042,0.10119230780144435
russian,49,1,Залы для заседания по масштабам небольшого городка был громадным,PL-SG-SG,PL,SG,SG,bert,1.0814325,0.08577040563938916
russian,49,1,Залы для заседания по масштабам небольшого городка были громадными,PL-SG-PL,PL,SG,PL,bert,1.178388,0.06808301119900732
russian,49,1,Залы для заседаний по масштабам небольшого городка был громадным,PL-PL-SG,PL,PL,SG,bert,1.0829756,0.08511724671665949
russian,49,1,Залы для заседаний по масштабам небольшого городка были громадными,PL-PL-PL,PL,PL,PL,bert,1.1662912,0.07707862678455055
russian,50,1,Запчасть для иномарки по меркам современного автовладельца была старой,SG-SG-SG,SG,SG,SG,bert,1.1519955,0.17476524452344797
russian,50,1,Запчасть для иномарки по меркам современного автовладельца были старыми,SG-SG-PL,SG,SG,PL,bert,1.1770458,0.1252516573637617
russian,50,1,Запчасть для иномарок по меркам современного автовладельца была старой,SG-PL-SG,SG,PL,SG,bert,1.1507707,0.17602685468675403
russian,50,1,Запчасть для иномарок по меркам современного автовладельца были старыми,SG-PL-PL,SG,PL,PL,bert,1.150982,0.1358605780240913
russian,50,1,Запчасти для иномарки по меркам современного автовладельца была старой,PL-SG-SG,PL,SG,SG,bert,1.0619602,0.010577750546084376
russian,50,1,Запчасти для иномарки по меркам современного автовладельца были старыми,PL-SG-PL,PL,SG,PL,bert,1.0743171,0.10321506907570893
russian,50,1,Запчасти для иномарок по меркам современного автовладельца была старой,PL-PL-SG,PL,PL,SG,bert,1.0686754,0.010368297906281194
russian,50,1,Запчасти для иномарок по меркам современного автовладельца были старыми,PL-PL-PL,PL,PL,PL,bert,1.052623,0.11123100695500501
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку было выписано,SG-SG-SG,SG,SG,SG,bert,1.1815414,0.05402534691220959
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку были выписаны,SG-SG-PL,SG,SG,PL,bert,1.1675144,0.027096313989240263
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку было выписано,SG-PL-SG,SG,PL,SG,bert,1.1832739,0.041891486316999696
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку были выписаны,SG-PL-PL,SG,PL,PL,bert,1.1733557,0.03499970366548505
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку было выписано,PL-SG-SG,PL,SG,SG,bert,1.1873844,0.018223683693290894
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку были выписаны,PL-SG-PL,PL,SG,PL,bert,1.1758054,0.0453937711457277
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку было выписано,PL-PL-SG,PL,PL,SG,bert,1.1872655,0.004156935992017566
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку были выписаны,PL-PL-PL,PL,PL,PL,bert,1.1900373,0.0488194695797698
russian,52,1,Истерика из-за оценки по мнению родителей девочки была бурной,SG-SG-SG,SG,SG,SG,bert,0.90188825,0.10333298646531179
russian,52,1,Истерика из-за оценки по мнению родителей девочки были бурными,SG-SG-PL,SG,SG,PL,bert,1.0095139,0.07573207468641617
russian,52,1,Истерика из-за оценок по мнению родителей девочки была бурной,SG-PL-SG,SG,PL,SG,bert,0.95232296,0.0954306307934039
russian,52,1,Истерика из-за оценок по мнению родителей девочки были бурными,SG-PL-PL,SG,PL,PL,bert,1.0722767,0.06680921092553901
russian,52,1,Истерики из-за оценки по мнению родителей девочки была бурной,PL-SG-SG,PL,SG,SG,bert,0.87463856,0.09922348512453623
russian,52,1,Истерики из-за оценки по мнению родителей девочки были бурными,PL-SG-PL,PL,SG,PL,bert,1.0550325,0.07366377847412131
russian,52,1,Истерики из-за оценок по мнению родителей девочки была бурной,PL-PL-SG,PL,PL,SG,bert,0.9048975,0.09512918217729815
russian,52,1,Истерики из-за оценок по мнению родителей девочки были бурными,PL-PL-PL,PL,PL,PL,bert,1.1183051,0.05930895412066946
russian,53,1,Камень для ограды с лучшей итальянской каменоломни был завезён,SG-SG-SG,SG,SG,SG,bert,1.0472147,0.09253343724476375
russian,53,1,Камень для ограды с лучшей итальянской каменоломни были завезены,SG-SG-PL,SG,SG,PL,bert,1.1879811,0.08896627263608166
russian,53,1,Камень для оград с лучшей итальянской каменоломни был завезён,SG-PL-SG,SG,PL,SG,bert,1.0450399,0.09514061918578533
russian,53,1,Камень для оград с лучшей итальянской каменоломни были завезены,SG-PL-PL,SG,PL,PL,bert,1.186338,0.09284584774085176
russian,53,1,Камни для ограды с лучшей итальянской каменоломни был завезён,PL-SG-SG,PL,SG,SG,bert,1.0459952,0.0712204960139351
russian,53,1,Камни для ограды с лучшей итальянской каменоломни были завезены,PL-SG-PL,PL,SG,PL,bert,1.2408354,0.08183634022099336
russian,53,1,Камни для оград с лучшей итальянской каменоломни был завезён,PL-PL-SG,PL,PL,SG,bert,1.0454736,0.0716271835362251
russian,53,1,Камни для оград с лучшей итальянской каменоломни были завезены,PL-PL-PL,PL,PL,PL,bert,1.2433348,0.08346541355614731
russian,54,1,Кирпич для дачи со склада бракованной продукции был привезён,SG-SG-SG,SG,SG,SG,bert,1.0369473,0.08384183706946413
russian,54,1,Кирпич для дачи со склада бракованной продукции были привезены,SG-SG-PL,SG,SG,PL,bert,0.9678606,0.07404066788958616
russian,54,1,Кирпич для дач со склада бракованной продукции был привезён,SG-PL-SG,SG,PL,SG,bert,1.0800655,0.06960327244030026
russian,54,1,Кирпич для дач со склада бракованной продукции были привезены,SG-PL-PL,SG,PL,PL,bert,0.9847964,0.07354109840758478
russian,54,1,Кирпичи для дачи со склада бракованной продукции был привезён,PL-SG-SG,PL,SG,SG,bert,1.0923475,0.07694294690309228
russian,54,1,Кирпичи для дачи со склада бракованной продукции были привезены,PL-SG-PL,PL,SG,PL,bert,1.0544438,0.08574979353060388
russian,54,1,Кирпичи для дач со склада бракованной продукции был привезён,PL-PL-SG,PL,PL,SG,bert,1.1154237,0.054543008206370515
russian,54,1,Кирпичи для дач со склада бракованной продукции были привезены,PL-PL-PL,PL,PL,PL,bert,1.0927737,0.0811515799224538
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха был ржавым,SG-SG-SG,SG,SG,SG,bert,1.0722157,0.08456868059753223
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха были ржавыми,SG-SG-PL,SG,SG,PL,bert,1.0388739,0.08365990496492377
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха был ржавым,SG-PL-SG,SG,PL,SG,bert,1.0814902,0.07990438541819947
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха были ржавыми,SG-PL-PL,SG,PL,PL,bert,1.0409085,0.08098382694266593
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха был ржавым,PL-SG-SG,PL,SG,SG,bert,1.0248129,0.07602181812098649
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха были ржавыми,PL-SG-PL,PL,SG,PL,bert,1.1356946,0.06993470487253521
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха был ржавым,PL-PL-SG,PL,PL,SG,bert,1.0410073,0.06888653491174299
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха были ржавыми,PL-PL-PL,PL,PL,PL,bert,1.144979,0.062005925093769426
russian,56,1,Комната для вечеринки из-за малого количества мебели была просторной,SG-SG-SG,SG,SG,SG,bert,1.1541373,0.0829115435345118
russian,56,1,Комната для вечеринки из-за малого количества мебели были просторными,SG-SG-PL,SG,SG,PL,bert,1.159447,0.05918616211061906
russian,56,1,Комната для вечеринок из-за малого количества мебели была просторной,SG-PL-SG,SG,PL,SG,bert,1.1699631,0.0918489282161301
russian,56,1,Комната для вечеринок из-за малого количества мебели были просторными,SG-PL-PL,SG,PL,PL,bert,1.1422682,0.07522957747077087
russian,56,1,Комнаты для вечеринки из-за малого количества мебели была просторной,PL-SG-SG,PL,SG,SG,bert,1.1379721,0.0349041092543516
russian,56,1,Комнаты для вечеринки из-за малого количества мебели были просторными,PL-SG-PL,PL,SG,PL,bert,1.1978654,0.0483692541443391
russian,56,1,Комнаты для вечеринок из-за малого количества мебели была просторной,PL-PL-SG,PL,PL,SG,bert,1.1213264,0.0567152938960586
russian,56,1,Комнаты для вечеринок из-за малого количества мебели были просторными,PL-PL-PL,PL,PL,PL,bert,1.2086859,0.06975678316552825
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков был неисправен,SG-SG-SG,SG,SG,SG,bert,1.0874474,0.09210717314550429
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков были неисправны,SG-SG-PL,SG,SG,PL,bert,1.0662075,0.08922455110585663
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков был неисправен,SG-PL-SG,SG,PL,SG,bert,1.0729512,0.09401642176949941
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков были неисправны,SG-PL-PL,SG,PL,PL,bert,1.0487595,0.09524249638324463
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков был неисправен,PL-SG-SG,PL,SG,SG,bert,1.0948102,0.07022517930837802
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков были неисправны,PL-SG-PL,PL,SG,PL,bert,1.1963642,0.09440665001402263
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков был неисправен,PL-PL-SG,PL,PL,SG,bert,1.0877192,0.07109886962173863
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков были неисправны,PL-PL-PL,PL,PL,PL,bert,1.1848761,0.0995745263614412
russian,58,1,Коробка для краски из-за экологических убеждений производителя была картонной,SG-SG-SG,SG,SG,SG,bert,0.93905944,0.13565250597928655
russian,58,1,Коробка для краски из-за экологических убеждений производителя были картонными,SG-SG-PL,SG,SG,PL,bert,0.9467968,0.09261151984143853
russian,58,1,Коробка для красок из-за экологических убеждений производителя была картонной,SG-PL-SG,SG,PL,SG,bert,0.9434713,0.14046107570145563
russian,58,1,Коробка для красок из-за экологических убеждений производителя были картонными,SG-PL-PL,SG,PL,PL,bert,0.9299488,0.09790004444970744
russian,58,1,Коробки для краски из-за экологических убеждений производителя была картонной,PL-SG-SG,PL,SG,SG,bert,0.93239725,0.06665566384407029
russian,58,1,Коробки для краски из-за экологических убеждений производителя были картонными,PL-SG-PL,PL,SG,PL,bert,1.017566,0.09203487677868022
russian,58,1,Коробки для красок из-за экологических убеждений производителя была картонной,PL-PL-SG,PL,PL,SG,bert,0.9343694,0.06505178930072622
russian,58,1,Коробки для красок из-за экологических убеждений производителя были картонными,PL-PL-PL,PL,PL,PL,bert,1.0057015,0.10152900324879743
russian,59,1,Лекарство от болезни для отдельных категорий граждан было доступным,SG-SG-SG,SG,SG,SG,bert,0.99946725,0.13744752797990928
russian,59,1,Лекарство от болезни для отдельных категорий граждан были доступными,SG-SG-PL,SG,SG,PL,bert,1.0272716,0.07668389879012354
russian,59,1,Лекарство от болезней для отдельных категорий граждан было доступным,SG-PL-SG,SG,PL,SG,bert,0.9932491,0.11163447330122267
russian,59,1,Лекарство от болезней для отдельных категорий граждан были доступными,SG-PL-PL,SG,PL,PL,bert,1.0169144,0.073395702146514
russian,59,1,Лекарства от болезни для отдельных категорий граждан было доступным,PL-SG-SG,PL,SG,SG,bert,1.0282717,0.09047498448817776
russian,59,1,Лекарства от болезни для отдельных категорий граждан были доступными,PL-SG-PL,PL,SG,PL,bert,1.1223737,0.06890611118155938
russian,59,1,Лекарства от болезней для отдельных категорий граждан было доступным,PL-PL-SG,PL,PL,SG,bert,1.01889,0.06466731830334779
russian,59,1,Лекарства от болезней для отдельных категорий граждан были доступными,PL-PL-PL,PL,PL,PL,bert,1.115504,0.0670068579879759
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами был белым,SG-SG-SG,SG,SG,SG,bert,1.1489861,0.09651170311011026
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами были белыми,SG-SG-PL,SG,SG,PL,bert,1.0597984,0.08278066479414387
russian,60,1,Лимузин для свадеб с яркими розовыми бантами был белым,SG-PL-SG,SG,PL,SG,bert,1.1404377,0.0959537013652296
russian,60,1,Лимузин для свадеб с яркими розовыми бантами были белыми,SG-PL-PL,SG,PL,PL,bert,1.0481822,0.08964107349837708
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами был белым,PL-SG-SG,PL,SG,SG,bert,1.1091274,0.08732879464599647
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами были белыми,PL-SG-PL,PL,SG,PL,bert,1.1269606,0.08663506428786935
russian,60,1,Лимузины для свадеб с яркими розовыми бантами был белым,PL-PL-SG,PL,PL,SG,bert,1.1087145,0.08605941356904293
russian,60,1,Лимузины для свадеб с яркими розовыми бантами были белыми,PL-PL-PL,PL,PL,PL,bert,1.1072477,0.09446031497962556
russian,61,1,Лозунг из листовки с целью привлечения внимания был придуман,SG-SG-SG,SG,SG,SG,bert,0.9373008,0.08571365985982449
russian,61,1,Лозунг из листовки с целью привлечения внимания были придуманы,SG-SG-PL,SG,SG,PL,bert,1.0145373,0.07314537890300113
russian,61,1,Лозунг из листовок с целью привлечения внимания был придуман,SG-PL-SG,SG,PL,SG,bert,0.942807,0.08490961161961998
russian,61,1,Лозунг из листовок с целью привлечения внимания были придуманы,SG-PL-PL,SG,PL,PL,bert,0.9971193,0.08310847660237561
russian,61,1,Лозунги из листовки с целью привлечения внимания был придуман,PL-SG-SG,PL,SG,SG,bert,0.90880823,0.06946406507013891
russian,61,1,Лозунги из листовки с целью привлечения внимания были придуманы,PL-SG-PL,PL,SG,PL,bert,1.0616307,0.048188559369760145
