lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
turkish,14,1,Futbolcuların kaptanı etrafta amaçsızca gezdi,condition_b,sg,pl,sg,bert,0.9962864,-0.01757303009255793
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdilar,condition_c,sg,sg,pl,bert,0.9722572,-0.012693638739444662
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdi,condition_d,sg,sg,sg,bert,0.9927982,-0.016234513359995616
turkish,15,1,Yazarların editörü biraz önce aradılar,condition_a,sg,pl,pl,bert,0.95185316,-0.016907690079642636
turkish,15,1,Yazarların editörü biraz önce aradı,condition_b,sg,pl,sg,bert,0.82331926,-0.01467724610447476
turkish,15,1,Yazarın editörü biraz önce aradılar,condition_c,sg,sg,pl,bert,0.9185573,-0.01738961514474795
turkish,15,1,Yazarın editörü biraz önce aradı,condition_d,sg,sg,sg,bert,0.81638414,-0.023507293099953586
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,bert,0.91034114,-0.018109662077824853
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,bert,0.88234967,-0.015400088157343816
turkish,16,1,Askerin berberi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,bert,0.91937125,-0.015220345319681885
turkish,16,1,Askerin berberi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,bert,0.89103425,-0.01605016599042983
turkish,17,1,Yarışmacıların koçu çok kibar davrandılar,condition_a,sg,pl,pl,bert,0.9373646,-0.02275113676450928
turkish,17,1,Yarışmacıların koçu çok kibar davrandı,condition_b,sg,pl,sg,bert,0.8940897,-0.021017742298408845
turkish,17,1,Yarışmacının koçu çok kibar davrandılar,condition_c,sg,sg,pl,bert,0.9266297,-0.021187352003744307
turkish,17,1,Yarışmacının koçu çok kibar davrandı,condition_d,sg,sg,sg,bert,0.88485956,-0.020032613924740875
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştular,condition_a,sg,pl,pl,bert,0.96099484,-0.01011726419419574
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştu,condition_b,sg,pl,sg,bert,0.8302935,-0.00465019391849637
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştular,condition_c,sg,sg,pl,bert,0.9098007,-0.0017427232603949953
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştu,condition_d,sg,sg,sg,bert,0.7923956,-0.0034761032969981894
turkish,19,1,Berberlerin çırağı çok yavaş çalıştılar,condition_a,sg,pl,pl,bert,0.9360999,0.006476973600274508
turkish,19,1,Berberlerin çırağı çok yavaş çalıştı,condition_b,sg,pl,sg,bert,0.8613102,-0.005331073427805675
turkish,19,1,Berberin çırağı çok yavaş çalıştılar,condition_c,sg,sg,pl,bert,0.9404148,-0.004007439895826789
turkish,19,1,Berberin çırağı çok yavaş çalıştı,condition_d,sg,sg,sg,bert,0.8705842,-0.01056110641802661
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içtilar,condition_a,sg,pl,pl,bert,0.90451753,-0.014941330856874886
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içti,condition_b,sg,pl,sg,bert,0.8917037,-0.023798789945720957
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içtilar,condition_c,sg,sg,pl,bert,0.8914803,-0.008465135744141428
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içti,condition_d,sg,sg,sg,bert,0.88121307,-0.019555082167818226
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldülar,condition_a,sg,pl,pl,bert,1.0032203,-0.004285517102884738
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldü,condition_b,sg,pl,sg,bert,1.0045452,-0.006110603272372827
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldülar,condition_c,sg,sg,pl,bert,1.0109254,-0.004413665151436418
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldü,condition_d,sg,sg,sg,bert,0.990595,-0.006349925468737184
turkish,22,1,Sunucuların kuaförü ilk kez çılgınca eğlendilar,condition_a,sg,pl,pl,bert,1.0604157,-0.008742664952836775
turkish,22,1,Sunucuların kuaförü ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,bert,0.982658,-0.008195312691987054
turkish,22,1,Sunucunun kuaförü ilk kez çılgınca eğlendilar,condition_c,sg,sg,pl,bert,1.0479339,-0.006105626561479704
turkish,22,1,Sunucunun kuaförü ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,bert,0.9755319,-0.0055011288175311306
turkish,23,1,Garsonların şefi şikayetten hemen sonra sustular,condition_a,sg,pl,pl,bert,1.077013,-0.014376322101736606
turkish,23,1,Garsonların şefi şikayetten hemen sonra sustu,condition_b,sg,pl,sg,bert,1.0037891,-0.01390736595717499
turkish,23,1,Garsonun şefi şikayetten hemen sonra sustular,condition_c,sg,sg,pl,bert,1.0836618,-0.014068004373118014
turkish,23,1,Garsonun şefi şikayetten hemen sonra sustu,condition_d,sg,sg,sg,bert,1.0114595,-0.014620050291033236
turkish,24,1,Noterlerin şoförü her zamanki gibi geciktilar,condition_a,sg,pl,pl,bert,1.1155125,-0.012393434006537519
turkish,24,1,Noterlerin şoförü her zamanki gibi gecikti,condition_b,sg,pl,sg,bert,1.0347587,-0.01203042461523296
turkish,24,1,Noterin şoförü her zamanki gibi geciktilar,condition_c,sg,sg,pl,bert,1.0987284,-9.549152290588836e-05
turkish,24,1,Noterin şoförü her zamanki gibi gecikti,condition_d,sg,sg,sg,bert,1.0046037,-0.0008613722952894413
turkish,25,1,Tenisçilerin terapisti akşama kadar sessizce oturdular,condition_a,sg,pl,pl,bert,1.1068321,-0.004365913482615724
turkish,25,1,Tenisçilerin terapisti akşama kadar sessizce oturdu,condition_b,sg,pl,sg,bert,1.0119772,-0.003794879899942316
turkish,25,1,Tenisçinin terapisti akşama kadar sessizce oturdular,condition_c,sg,sg,pl,bert,1.0979109,-0.0034870338917244205
turkish,25,1,Tenisçinin terapisti akşama kadar sessizce oturdu,condition_d,sg,sg,sg,bert,1.0013472,-0.0031897414533887045
turkish,26,1,Mankenlerin menajeri akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,bert,1.0334914,0.004052261924387679
turkish,26,1,Mankenlerin menajeri akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,bert,0.96568745,0.006584441714741464
turkish,26,1,Mankenin menajeri akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,bert,1.0175035,0.009352499290687934
turkish,26,1,Mankenin menajeri akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,bert,0.95105994,0.011162046847047156
turkish,27,1,Hastaların cerrahı bile bile geç kaldılar,condition_a,sg,pl,pl,bert,0.91838646,0.010419580367943129
turkish,27,1,Hastaların cerrahı bile bile geç kaldı,condition_b,sg,pl,sg,bert,0.9289762,0.010616219380426627
turkish,27,1,Hastanın cerrahı bile bile geç kaldılar,condition_c,sg,sg,pl,bert,0.914789,0.005245698472154458
turkish,27,1,Hastanın cerrahı bile bile geç kaldı,condition_d,sg,sg,sg,bert,0.92803097,0.007501867734202958
turkish,28,1,Mimarların elemanı beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,bert,1.0740384,0.0015632935288742555
turkish,28,1,Mimarların elemanı beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,bert,1.05984,0.0005049250321611954
turkish,28,1,Mimarın elemanı beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,bert,1.0955017,-0.00039115040715387295
turkish,28,1,Mimarın elemanı beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,bert,1.0852385,-0.002371593781155923
turkish,29,1,İzcilerin lideri sert rüzgardan dolayı üşüdülar,condition_a,sg,pl,pl,bert,1.1164773,0.0010666927698252948
turkish,29,1,İzcilerin lideri sert rüzgardan dolayı üşüdü,condition_b,sg,pl,sg,bert,1.0404494,-0.0006040824840511053
turkish,29,1,İzcinin lideri sert rüzgardan dolayı üşüdülar,condition_c,sg,sg,pl,bert,1.1153367,-0.0030773822441915394
turkish,29,1,İzcinin lideri sert rüzgardan dolayı üşüdü,condition_d,sg,sg,sg,bert,1.0356514,-0.003050912108221837
turkish,30,1,Diplomatların misafiri yemekten sonra yine acıktılar,condition_a,sg,pl,pl,bert,1.0048805,-0.011987587686598999
turkish,30,1,Diplomatların misafiri yemekten sonra yine acıktı,condition_b,sg,pl,sg,bert,1.0194762,-0.011883357105352845
turkish,30,1,Diplomatın misafiri yemekten sonra yine acıktılar,condition_c,sg,sg,pl,bert,0.9740343,-0.007325729192302788
turkish,30,1,Diplomatın misafiri yemekten sonra yine acıktı,condition_d,sg,sg,sg,bert,0.9973839,-0.007098929692938329
turkish,31,1,Spikerlerin makyözü erken ödemeden dolayı sevindilar,condition_a,sg,pl,pl,bert,1.096153,-0.009704082715734329
turkish,31,1,Spikerlerin makyözü erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,bert,1.0557843,-0.00858459795126798
turkish,31,1,Spikerin makyözü erken ödemeden dolayı sevindilar,condition_c,sg,sg,pl,bert,1.0694181,0.0022839683630607524
turkish,31,1,Spikerin makyözü erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,bert,0.9954921,0.002464954264923592
turkish,32,1,Aktörlerin psikoloğu mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,bert,1.1207725,-0.009615540318016258
turkish,32,1,Aktörlerin psikoloğu mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,bert,1.101522,-0.008073853099195106
turkish,32,1,Aktörün psikoloğu mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,bert,1.1340389,-0.009608808448773942
turkish,32,1,Aktörün psikoloğu mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,bert,1.1187805,-0.00840414667038658
turkish,33,1,Gazetecilerin stajyeri ilk denemede epey zorlandılar,condition_a,sg,pl,pl,bert,0.9225599,-0.004748548702900732
turkish,33,1,Gazetecilerin stajyeri ilk denemede epey zorlandı,condition_b,sg,pl,sg,bert,0.92087936,-0.004615564900814207
turkish,33,1,Gazetecinin stajyeri ilk denemede epey zorlandılar,condition_c,sg,sg,pl,bert,0.9024253,0.0013600219859654303
turkish,33,1,Gazetecinin stajyeri ilk denemede epey zorlandı,condition_d,sg,sg,sg,bert,0.9100493,0.0001496646689702185
turkish,34,1,Polislerin amiri geç bir vakitte kalktılar,condition_a,sg,pl,pl,bert,1.0671241,0.010710026153868402
turkish,34,1,Polislerin amiri geç bir vakitte kalktı,condition_b,sg,pl,sg,bert,0.9933163,0.010990483516410878
turkish,34,1,Polisin amiri geç bir vakitte kalktılar,condition_c,sg,sg,pl,bert,1.0423535,0.01508708500047603
turkish,34,1,Polisin amiri geç bir vakitte kalktı,condition_d,sg,sg,sg,bert,0.99597514,0.015910816659646554
turkish,35,1,Milyonerlerin ortağı müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,bert,0.98146707,-0.0030864258743292794
turkish,35,1,Milyonerlerin ortağı müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,bert,0.98524827,-0.003447814576361452
turkish,35,1,Milyonerin ortağı müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,bert,0.954871,-0.004000955940389872
turkish,35,1,Milyonerin ortağı müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,bert,0.96125776,-0.0040620683890438165
turkish,36,1,Kadınların jinekoloğu boş bir caddede yürüdülar,condition_a,sg,pl,pl,bert,1.0889764,0.015752261637675246
turkish,36,1,Kadınların jinekoloğu boş bir caddede yürüdü,condition_b,sg,pl,sg,bert,1.021045,0.01556590247957672
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdülar,condition_c,sg,sg,pl,bert,1.0962489,0.01466457108880661
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdü,condition_d,sg,sg,sg,bert,1.0182034,0.014147137574477144
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,bert,0.9140501,0.0019263112227008612
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,bert,0.9372393,0.0033603983321427236
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,bert,0.9214102,0.0031656190664762114
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,bert,0.9432783,0.004290625310750329
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,bert,1.0413125,0.002331934562653258
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,bert,0.95462334,-0.00013249370759922316
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,bert,1.0541828,-0.002505846154190295
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,bert,0.9664091,-0.0034133869182142035
turkish,1,0,yöneticilerin aşçısı mutfakta sürekli zıpladılar,condition_a,sg,pl,pl,gpt2,1.4855506,-0.03455713720554909
turkish,1,0,yöneticilerin aşçısı mutfakta sürekli zıpladı,condition_b,sg,pl,sg,gpt2,1.4499023,-0.04887002836410925
turkish,1,0,yöneticinin aşçısı mutfakta sürekli zıpladılar,condition_c,sg,sg,pl,gpt2,1.4915702,0.023923848349086008
turkish,1,0,yöneticinin aşçısı mutfakta sürekli zıpladı,condition_d,sg,sg,sg,gpt2,1.4547647,0.024469218445253405
turkish,2,0,öğrencilerin ablası sınıfta birden bayıldılar,condition_a,sg,pl,pl,gpt2,1.3069886,0.03546531723439708
turkish,2,0,öğrencilerin ablası sınıfta birden bayıldı,condition_b,sg,pl,sg,gpt2,1.2638891,0.061560637974758664
turkish,2,0,öğrencinin ablası sınıfta birden bayıldılar,condition_c,sg,sg,pl,gpt2,1.3191028,0.02558446072803605
turkish,2,0,öğrencinin ablası sınıfta birden bayıldı,condition_d,sg,sg,sg,gpt2,1.2771931,0.04751729820441561
turkish,3,0,marangozların abisi atölyeden hızla uzaklaştılar,condition_a,sg,pl,pl,gpt2,1.4058492,-0.039346573120729034
turkish,3,0,marangozların abisi atölyeden hızla uzaklaştı,condition_b,sg,pl,sg,gpt2,1.467912,0.0342039874623879
turkish,3,0,marangozun abisi atölyeden hızla uzaklaştılar,condition_c,sg,sg,pl,gpt2,1.3833046,-0.0284518720118708
turkish,3,0,marangozun abisi atölyeden hızla uzaklaştı,condition_d,sg,sg,sg,gpt2,1.4235551,0.04755492993081134
turkish,4,0,mahallelilerin emlakçısı aniden küstahça güldüler,condition_a,sg,pl,pl,gpt2,1.5630462,0.05138132065328413
turkish,4,0,mahallelilerin emlakçısı aniden küstahça güldü,condition_b,sg,pl,sg,gpt2,1.5889103,0.05134124315788996
turkish,4,0,mahallelinin emlakçısı aniden küstahça güldüler,condition_c,sg,sg,pl,gpt2,1.567385,0.03937040498149569
turkish,4,0,mahallelinin emlakçısı aniden küstahça güldü,condition_d,sg,sg,sg,gpt2,1.5895089,0.07230649189189081
turkish,5,0,kızların halası sabaha kadar ağladılar,condition_a,sg,pl,pl,gpt2,1.3778739,-0.16415153288654663
turkish,5,0,kızların halası sabaha kadar ağladı,condition_b,sg,pl,sg,gpt2,1.3298223,-0.17126998699262114
turkish,5,0,kızın halası sabaha kadar ağladılar,condition_c,sg,sg,pl,gpt2,1.3828562,-0.12022417632337082
turkish,5,0,kızın halası sabaha kadar ağladı,condition_d,sg,sg,sg,gpt2,1.3763006,-0.10087097876749693
turkish,6,0,damatların dayısı arada sırada sıkıldılar,condition_a,sg,pl,pl,gpt2,1.4808404,-0.028931514149858534
turkish,6,0,damatların dayısı arada sırada sıkıldı,condition_b,sg,pl,sg,gpt2,1.4361207,-0.02173118184739728
turkish,6,0,damatın dayısı arada sırada sıkıldılar,condition_c,sg,sg,pl,gpt2,1.4618818,0.03778068366531459
turkish,6,0,damatın dayısı arada sırada sıkıldı,condition_d,sg,sg,sg,gpt2,1.4184548,0.06056430769191165
turkish,7,0,doktorların çiçekçisi günden güne zayıfladılar,condition_a,sg,pl,pl,gpt2,1.3331038,-0.012518289345713696
turkish,7,0,doktorların çiçekçisi günden güne zayıfladı,condition_b,sg,pl,sg,gpt2,1.267596,-0.048593233393058516
turkish,7,0,doktorun çiçekçisi günden güne zayıfladılar,condition_c,sg,sg,pl,gpt2,1.3266716,0.023361038044084514
turkish,7,0,doktorun çiçekçisi günden güne zayıfladı,condition_d,sg,sg,sg,gpt2,1.2712126,0.0022971716635831196
turkish,8,0,stajyerlerin eniştesi geceden önce uyudular,condition_a,sg,pl,pl,gpt2,1.4372404,0.049521521221075976
turkish,8,0,stajyerlerin eniştesi geceden önce uyudu,condition_b,sg,pl,sg,gpt2,1.4143136,0.053929555471805196
turkish,8,0,stajyerin eniştesi geceden önce uyudular,condition_c,sg,sg,pl,gpt2,1.4367707,0.058372760241848315
turkish,8,0,stajyerin eniştesi geceden önce uyudu,condition_d,sg,sg,sg,gpt2,1.4238139,0.053393680090147555
turkish,9,0,aristokratların hizmetçisi yorgun argın yattılar,condition_a,sg,pl,pl,gpt2,1.6320664,-0.08838279279560668
turkish,9,0,aristokratların hizmetçisi yorgun argın yattı,condition_b,sg,pl,sg,gpt2,1.652437,-0.07774639721286575
turkish,9,0,aristokratın hizmetçisi yorgun argın yattılar,condition_c,sg,sg,pl,gpt2,1.6332926,-0.0718530713790079
turkish,9,0,aristokratın hizmetçisi yorgun argın yattı,condition_d,sg,sg,sg,gpt2,1.6405165,-0.03346431230462485
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştular,condition_a,sg,pl,pl,gpt2,1.2324667,0.05343855225056293
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştu,condition_b,sg,pl,sg,gpt2,1.1806476,0.1961261654435827
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştular,condition_c,sg,sg,pl,gpt2,1.2237341,0.09719433576509437
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştu,condition_d,sg,sg,sg,gpt2,1.1648589,0.20659127538984912
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştılar,condition_a,sg,pl,pl,gpt2,1.6280025,-0.04725043220168346
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştı,condition_b,sg,pl,sg,gpt2,1.6304023,-0.025843910879636
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştılar,condition_c,sg,sg,pl,gpt2,1.636614,-0.019299826566426453
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştı,condition_d,sg,sg,sg,gpt2,1.6402162,0.0038658601482415844
turkish,12,0,politikacıların hocası adliyeden çabucak çıktılar,condition_a,sg,pl,pl,gpt2,1.4237349,-0.07351493817054974
turkish,12,0,politikacıların hocası adliyeden çabucak çıktı,condition_b,sg,pl,sg,gpt2,1.3831326,-0.05256538637731131
turkish,12,0,politikacının hocası adliyeden çabucak çıktılar,condition_c,sg,sg,pl,gpt2,1.3700182,0.059774050518058175
turkish,12,0,politikacının hocası adliyeden çabucak çıktı,condition_d,sg,sg,sg,gpt2,1.2859462,0.084477842475151
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdılar,condition_a,sg,pl,pl,gpt2,1.6095604,-0.02666413018323227
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdı,condition_b,sg,pl,sg,gpt2,1.5588819,-0.06836053321945293
turkish,13,0,hakimin çaycısı nedensiz yere kızdılar,condition_c,sg,sg,pl,gpt2,1.5433114,0.014200441437467654
turkish,13,0,hakimin çaycısı nedensiz yere kızdı,condition_d,sg,sg,sg,gpt2,1.4969748,-0.024402935465684922
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdiler,condition_a,sg,pl,pl,gpt2,1.4763418,0.009661152857089905
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdi,condition_b,sg,pl,sg,gpt2,1.5160363,0.016511095701045503
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdiler,condition_c,sg,sg,pl,gpt2,1.4368875,0.06565991443998617
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdi,condition_d,sg,sg,sg,gpt2,1.432124,0.11932604766601429
turkish,15,0,öğretmenlerin müdiresi biraz önce aradılar,condition_a,sg,pl,pl,gpt2,1.4017657,-0.019751349843312477
turkish,15,0,öğretmenlerin müdiresi biraz önce aradı,condition_b,sg,pl,sg,gpt2,1.4478576,-0.022813006151409354
turkish,15,0,öğretmenin müdiresi biraz önce aradılar,condition_c,sg,sg,pl,gpt2,1.3945414,0.012465230448867715
turkish,15,0,öğretmenin müdiresi biraz önce aradı,condition_d,sg,sg,sg,gpt2,1.4258835,0.017959208571119212
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,gpt2,1.6333783,-0.094615578348828
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,gpt2,1.6145395,-0.17871116881651689
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,gpt2,1.6848761,-0.050211017784113215
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,gpt2,1.6220249,-0.14699972022644944
turkish,17,0,bebeklerin bakıcısı çok kibar davrandılar,condition_a,sg,pl,pl,gpt2,1.414989,-0.0505445871789654
turkish,17,0,bebeklerin bakıcısı çok kibar davrandı,condition_b,sg,pl,sg,gpt2,1.3384035,-0.07246090005672093
turkish,17,0,bebeğin bakıcısı çok kibar davrandılar,condition_c,sg,sg,pl,gpt2,1.3950287,0.048160813949330555
turkish,17,0,bebeğin bakıcısı çok kibar davrandı,condition_d,sg,sg,sg,gpt2,1.3266513,0.036862279849983026
turkish,18,0,çocukların dadısı yüksek sesle konuştular,condition_a,sg,pl,pl,gpt2,1.408072,-0.10241605990628527
turkish,18,0,çocukların dadısı yüksek sesle konuştu,condition_b,sg,pl,sg,gpt2,1.4369763,-0.12246420344577016
turkish,18,0,çocuğun dadısı yüksek sesle konuştular,condition_c,sg,sg,pl,gpt2,1.4934269,-0.12162886352320612
turkish,18,0,çocuğun dadısı yüksek sesle konuştu,condition_d,sg,sg,sg,gpt2,1.5268893,-0.13339939158925065
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştılar,condition_a,sg,pl,pl,gpt2,1.4030762,-0.049578306802777666
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştı,condition_b,sg,pl,sg,gpt2,1.3429394,-0.03231051398233087
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştılar,condition_c,sg,sg,pl,gpt2,1.3927425,-0.03454516771994354
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştı,condition_d,sg,sg,sg,gpt2,1.3249419,0.0007244526366417259
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içtiler,condition_a,sg,pl,pl,gpt2,1.4403931,-0.058224124069064465
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içti,condition_b,sg,pl,sg,gpt2,1.3794744,-0.04906970820037809
turkish,20,0,modacının taksicisi saatlerce durmaksızın içtiler,condition_c,sg,sg,pl,gpt2,1.4444869,-0.03344367134366369
turkish,20,0,modacının taksicisi saatlerce durmaksızın içti,condition_d,sg,sg,sg,gpt2,1.3897794,-0.017688450143757528
turkish,21,0,sanatçıların çalgıcısı feci bir şekilde öldüler,condition_a,sg,pl,pl,gpt2,1.2430513,0.17156907827084067
turkish,21,0,sanatçıların çalgıcısı feci bir şekilde öldü,condition_b,sg,pl,sg,gpt2,1.2430513,0.17156907827084067
turkish,21,0,sanatçının çalgıcısı feci bir şekilde öldüler,condition_c,sg,sg,pl,gpt2,1.1604341,0.22590119225424135
turkish,21,0,sanatçının çalgıcısı feci bir şekilde öldü,condition_d,sg,sg,sg,gpt2,1.160434,0.225901198489737
turkish,22,0,dedektiflerin dişçisi ilk kez çılgınca eğlendiler,condition_a,sg,pl,pl,gpt2,1.5716088,0.1726635379716754
turkish,22,0,dedektiflerin dişçisi ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,gpt2,1.5716088,0.1726635379716754
turkish,22,0,dedektifin dişçisi ilk kez çılgınca eğlendiler,condition_c,sg,sg,pl,gpt2,1.5569373,0.1929979951120913
turkish,22,0,dedektifin dişçisi ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,gpt2,1.5569373,0.1929979951120913
turkish,23,0,esnafların müşterisi şikayettten hemen sonra sustular,condition_a,sg,pl,pl,gpt2,1.4599022,-0.060983727101461244
turkish,23,0,esnafların müşterisi şikayettten hemen sonra sustu,condition_b,sg,pl,sg,gpt2,1.4599022,-0.060983727101461244
turkish,23,0,esnafın müşterisi şikayettten hemen sonra sustular,condition_c,sg,sg,pl,gpt2,1.4722861,-0.04992927250808493
turkish,23,0,esnafın müşterisi şikayettten hemen sonra sustu,condition_d,sg,sg,sg,gpt2,1.4722861,-0.04992927250808493
turkish,24,0,şarkıcıların koruması her zamanki gibi geciktiler,condition_a,sg,pl,pl,gpt2,1.0466825,0.038441943980979
turkish,24,0,şarkıcıların koruması her zamanki gibi gecikti,condition_b,sg,pl,sg,gpt2,1.0466825,0.038441943980979
turkish,24,0,şarkıcının koruması her zamanki gibi geciktiler,condition_c,sg,sg,pl,gpt2,1.0332162,0.029193876065619406
turkish,24,0,şarkıcının koruması her zamanki gibi gecikti,condition_d,sg,sg,sg,gpt2,1.0332162,0.029193876065619406
turkish,25,0,göstericilerin izleyicisi akşama kadar sessizce oturdular,condition_a,sg,pl,pl,gpt2,1.3925476,0.06775913996971214
turkish,25,0,göstericilerin izleyicisi akşama kadar sessizce oturdu,condition_b,sg,pl,sg,gpt2,1.3925474,0.06775911710574292
turkish,25,0,göstericinin izleyicisi akşama kadar sessizce oturdular,condition_c,sg,sg,pl,gpt2,1.3615963,0.1309719067183323
turkish,25,0,göstericinin izleyicisi akşama kadar sessizce oturdu,condition_d,sg,sg,sg,gpt2,1.3615965,0.1309719447919633
turkish,26,0,cerrahların hastası akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,gpt2,1.3818196,-0.002962338345616905
turkish,26,0,cerrahların hastası akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,gpt2,1.3818196,-0.002962338345616905
turkish,26,0,cerrahın hastası akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,gpt2,1.3431741,0.03271190938485233
turkish,26,0,cerrahın hastası akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,gpt2,1.3431741,0.03271190938485233
turkish,27,0,dalgıçların annesi bile bile geç kaldılar,condition_a,sg,pl,pl,gpt2,1.4345753,0.11352032684762886
turkish,27,0,dalgıçların annesi bile bile geç kaldı,condition_b,sg,pl,sg,gpt2,1.4345753,0.11352032684762886
turkish,27,0,dalgıcın annesi bile bile geç kaldılar,condition_c,sg,sg,pl,gpt2,1.4775138,0.06742188729031112
turkish,27,0,dalgıcın annesi bile bile geç kaldı,condition_d,sg,sg,sg,gpt2,1.4775138,0.06742188729031112
turkish,28,0,fabrikatörlerin işçisi beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,gpt2,1.2705662,0.12882989385528842
turkish,28,0,fabrikatörlerin işçisi beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,gpt2,1.2705662,0.12882989385528842
turkish,28,0,fabrikatörün işçisi beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,gpt2,1.2782637,0.0835208407538289
turkish,28,0,fabrikatörün işçisi beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,gpt2,1.2782637,0.0835208407538289
turkish,29,0,komedyenlerin yardımcısı poyrazdan dolayı üşüdüler,condition_a,sg,pl,pl,gpt2,1.5072618,-0.09164345124790346
