item,condition,attractor,case,verb,sentence,model_type,surprisal
32,amb_pl_pl,pl,amb,pl,Die Diskussion über die Beamtinnen sind bekannt.,bert,2.3351690769195557
32,unamb_sg_sg,sg,unamb,sg,Die Diskussion mit der Beamtin ist bekannt.,bert,0.7981383800506592
32,unamb_sg_pl,sg,unamb,pl,Die Diskussion mit der Beamtin sind bekannt.,bert,9.372934341430664
32,unamb_pl_sg,pl,unamb,sg,Die Diskussion mit den Beamtinnen ist bekannt.,bert,0.7312183380126953
32,unamb_pl_pl,pl,unamb,pl,Die Diskussion mit den Beamtinnen sind bekannt.,bert,9.359930992126465
33,amb_sg_sg,sg,amb,sg,Die Auseinandersetzung über das Kind ist bekannt.,bert,0.5924267768859863
33,amb_sg_pl,sg,amb,pl,Die Auseinandersetzung über das Kind sind bekannt.,bert,4.904913425445557
33,amb_pl_sg,pl,amb,sg,Die Auseinandersetzung über die Kinder ist bekannt.,bert,0.9165849685668945
33,amb_pl_pl,pl,amb,pl,Die Auseinandersetzung über die Kinder sind bekannt.,bert,1.6491622924804688
33,unamb_sg_sg,sg,unamb,sg,Die Auseinandersetzung mit dem Kind ist bekannt.,bert,0.8047008514404297
33,unamb_sg_pl,sg,unamb,pl,Die Auseinandersetzung mit dem Kind sind bekannt.,bert,7.501086235046387
33,unamb_pl_sg,pl,unamb,sg,Die Auseinandersetzung mit den Kindern ist bekannt.,bert,0.7628298401832581
33,unamb_pl_pl,pl,unamb,pl,Die Auseinandersetzung mit den Kindern sind bekannt.,bert,7.655546188354492
34,amb_sg_sg,sg,amb,sg,Die Veröffentlichung über die Zeitschrift ist bekannt.,bert,3.9189929962158203
34,amb_sg_pl,sg,amb,pl,Die Veröffentlichung über die Zeitschrift sind bekannt.,bert,6.809183120727539
34,amb_pl_sg,pl,amb,sg,Die Veröffentlichung über die Zeitschriften ist bekannt.,bert,5.000105381011963
34,amb_pl_pl,pl,amb,pl,Die Veröffentlichung über die Zeitschriften sind bekannt.,bert,4.215338230133057
34,unamb_sg_sg,sg,unamb,sg,Die Veröffentlichung in der Zeitschrift ist bekannt.,bert,5.795834064483643
34,unamb_sg_pl,sg,unamb,pl,Die Veröffentlichung in der Zeitschrift sind bekannt.,bert,6.872767925262451
34,unamb_pl_sg,pl,unamb,sg,Die Veröffentlichung in den Zeitschriften ist bekannt.,bert,4.879611492156982
34,unamb_pl_pl,pl,unamb,pl,Die Veröffentlichung in den Zeitschriften sind bekannt.,bert,5.220619201660156
35,amb_sg_sg,sg,amb,sg,Die Berichterstattung über die Bundestagsdebatte ist bekannt.,bert,0.4199867844581604
35,amb_sg_pl,sg,amb,pl,Die Berichterstattung über die Bundestagsdebatte sind bekannt.,bert,3.606414794921875
35,amb_pl_sg,pl,amb,sg,Die Berichterstattung über die Bundestagsdebatten ist bekannt.,bert,0.5576966404914856
35,amb_pl_pl,pl,amb,pl,Die Berichterstattung über die Bundestagsdebatten sind bekannt.,bert,2.104698419570923
35,unamb_sg_sg,sg,unamb,sg,Die Berichterstattung von der Bundestagsdebatte ist bekannt.,bert,0.3867357075214386
35,unamb_sg_pl,sg,unamb,pl,Die Berichterstattung von der Bundestagsdebatte sind bekannt.,bert,8.396130561828613
35,unamb_pl_sg,pl,unamb,sg,Die Berichterstattung von den Bundestagsdebatten ist bekannt.,bert,0.37529510259628296
35,unamb_pl_pl,pl,unamb,pl,Die Berichterstattung von den Bundestagsdebatten sind bekannt.,bert,8.28751277923584
36,amb_sg_sg,sg,amb,sg,Die Postkarte für die Mutter ist bekannt.,bert,0.8889007568359375
36,amb_sg_pl,sg,amb,pl,Die Postkarte für die Mutter sind bekannt.,bert,5.085629463195801
36,amb_pl_sg,pl,amb,sg,Die Postkarte für die Mütter ist bekannt.,bert,0.7968717813491821
36,amb_pl_pl,pl,amb,pl,Die Postkarte für die Mütter sind bekannt.,bert,5.0274481773376465
36,unamb_sg_sg,sg,unamb,sg,Die Postkarte von der Mutter ist bekannt.,bert,0.3137325048446655
36,unamb_sg_pl,sg,unamb,pl,Die Postkarte von der Mutter sind bekannt.,bert,5.72555685043335
36,unamb_pl_sg,pl,unamb,sg,Die Postkarte von den Müttern ist bekannt.,bert,0.8630177974700928
36,unamb_pl_pl,pl,unamb,pl,Die Postkarte von den Müttern sind bekannt.,bert,3.598060369491577
37,amb_sg_sg,sg,amb,sg,Die Kritik über die Aufführung ist bekannt.,bert,0.8877285122871399
37,amb_sg_pl,sg,amb,pl,Die Kritik über die Aufführung sind bekannt.,bert,4.305340766906738
37,amb_pl_sg,pl,amb,sg,Die Kritik über die Aufführungen ist bekannt.,bert,0.8877285122871399
37,amb_pl_pl,pl,amb,pl,Die Kritik über die Aufführungen sind bekannt.,bert,4.305340766906738
37,unamb_sg_sg,sg,unamb,sg,Die Kritik an der Aufführung ist bekannt.,bert,0.4917355179786682
37,unamb_sg_pl,sg,unamb,pl,Die Kritik an der Aufführung sind bekannt.,bert,7.280731201171875
37,unamb_pl_sg,pl,unamb,sg,Die Kritik an den Aufführungen ist bekannt.,bert,0.3983341455459595
37,unamb_pl_pl,pl,unamb,pl,Die Kritik an den Aufführungen sind bekannt.,bert,6.108781337738037
1,amb_sg_sg,sg,amb,sg,Der Telephonanruf für die Studentin ist bekannt.,gpt2,2.697317600250244
1,amb_sg_pl,sg,amb,pl,Der Telephonanruf für die Studentin sind bekannt.,gpt2,8.916624069213867
1,amb_pl_sg,pl,amb,sg,Der Telephonanruf für die Studentinnen ist bekannt.,gpt2,2.6124370098114014
1,amb_pl_pl,pl,amb,pl,Der Telephonanruf für die Studentinnen sind bekannt.,gpt2,8.66821575164795
1,unamb_sg_sg,sg,unamb,sg,Der Telephonanruf bei der Studentin ist bekannt.,gpt2,2.816716194152832
1,unamb_sg_pl,sg,unamb,pl,Der Telephonanruf bei der Studentin sind bekannt.,gpt2,9.74016284942627
1,unamb_pl_sg,pl,unamb,sg,Der Telephonanruf bei den Studentinnen ist bekannt.,gpt2,2.3114840984344482
1,unamb_pl_pl,pl,unamb,pl,Der Telephonanruf bei den Studentinnen sind bekannt.,gpt2,8.934348106384277
2,amb_sg_sg,sg,amb,sg,Der Antrag an das Amt ist bekannt.,gpt2,2.844937324523926
2,amb_sg_pl,sg,amb,pl,Der Antrag an das Amt sind bekannt.,gpt2,8.999295234680176
2,amb_pl_sg,pl,amb,sg,Der Antrag an die Ämter ist bekannt.,gpt2,2.7066378593444824
2,amb_pl_pl,pl,amb,pl,Der Antrag an die Ämter sind bekannt.,gpt2,7.314303874969482
2,unamb_sg_sg,sg,unamb,sg,Der Antrag bei dem Amt ist bekannt.,gpt2,2.7164835929870605
2,unamb_sg_pl,sg,unamb,pl,Der Antrag bei dem Amt sind bekannt.,gpt2,7.8844218254089355
2,unamb_pl_sg,pl,unamb,sg,Der Antrag bei den Ämtern ist bekannt.,gpt2,2.2377517223358154
2,unamb_pl_pl,pl,unamb,pl,Der Antrag bei den Ämtern sind bekannt.,gpt2,8.714795112609863
3,amb_sg_sg,sg,amb,sg,Der Hinweis auf das Dokument ist bekannt.,gpt2,3.025095224380493
3,amb_sg_pl,sg,amb,pl,Der Hinweis auf das Dokument sind bekannt.,gpt2,7.73558235168457
3,amb_pl_sg,pl,amb,sg,Der Hinweis auf die Dokumente ist bekannt.,gpt2,2.817507266998291
3,amb_pl_pl,pl,amb,pl,Der Hinweis auf die Dokumente sind bekannt.,gpt2,6.8938775062561035
3,unamb_sg_sg,sg,unamb,sg,Der Hinweis in dem Dokument ist bekannt.,gpt2,2.7952613830566406
3,unamb_sg_pl,sg,unamb,pl,Der Hinweis in dem Dokument sind bekannt.,gpt2,8.076526641845703
3,unamb_pl_sg,pl,unamb,sg,Der Hinweis in den Dokumenten ist bekannt.,gpt2,2.8427484035491943
3,unamb_pl_pl,pl,unamb,pl,Der Hinweis in den Dokumenten sind bekannt.,gpt2,8.393392562866211
4,amb_sg_sg,sg,amb,sg,Der Computer für die Universität ist bekannt.,gpt2,2.978768825531006
4,amb_sg_pl,sg,amb,pl,Der Computer für die Universität sind bekannt.,gpt2,8.271463394165039
4,amb_pl_sg,pl,amb,sg,Der Computer für die Universitäten ist bekannt.,gpt2,3.1040408611297607
4,amb_pl_pl,pl,amb,pl,Der Computer für die Universitäten sind bekannt.,gpt2,7.205527305603027
4,unamb_sg_sg,sg,unamb,sg,Der Computer in der Universität ist bekannt.,gpt2,2.27683687210083
4,unamb_sg_pl,sg,unamb,pl,Der Computer in der Universität sind bekannt.,gpt2,8.407695770263672
4,unamb_pl_sg,pl,unamb,sg,Der Computer in den Universitäten ist bekannt.,gpt2,1.980571985244751
4,unamb_pl_pl,pl,unamb,pl,Der Computer in den Universitäten sind bekannt.,gpt2,6.802181243896484
5,amb_sg_sg,sg,amb,sg,Der Hilferuf für die Polizeizentrale ist bekannt.,gpt2,3.4107601642608643
5,amb_sg_pl,sg,amb,pl,Der Hilferuf für die Polizeizentrale sind bekannt.,gpt2,7.933823585510254
5,amb_pl_sg,pl,amb,sg,Der Hilferuf für die Polizeizentralen ist bekannt.,gpt2,2.9234182834625244
5,amb_pl_pl,pl,amb,pl,Der Hilferuf für die Polizeizentralen sind bekannt.,gpt2,6.734041213989258
5,unamb_sg_sg,sg,unamb,sg,Der Hilferuf in der Polizeizentrale ist bekannt.,gpt2,4.010134220123291
5,unamb_sg_pl,sg,unamb,pl,Der Hilferuf in der Polizeizentrale sind bekannt.,gpt2,9.613482475280762
5,unamb_pl_sg,pl,unamb,sg,Der Hilferuf in den Polizeizentralen ist bekannt.,gpt2,2.6308493614196777
5,unamb_pl_pl,pl,unamb,pl,Der Hilferuf in den Polizeizentralen sind bekannt.,gpt2,8.056844711303711
6,amb_sg_sg,sg,amb,sg,Der Brief an die Mutter ist bekannt.,gpt2,2.918653964996338
6,amb_sg_pl,sg,amb,pl,Der Brief an die Mutter sind bekannt.,gpt2,9.973089218139648
6,amb_pl_sg,pl,amb,sg,Der Brief an die Mütter ist bekannt.,gpt2,2.815322160720825
6,amb_pl_pl,pl,amb,pl,Der Brief an die Mütter sind bekannt.,gpt2,8.000731468200684
6,unamb_sg_sg,sg,unamb,sg,Der Brief von der Mutter ist bekannt.,gpt2,3.282032012939453
6,unamb_sg_pl,sg,unamb,pl,Der Brief von der Mutter sind bekannt.,gpt2,9.770832061767578
6,unamb_pl_sg,pl,unamb,sg,Der Brief von den Müttern ist bekannt.,gpt2,2.6644458770751953
6,unamb_pl_pl,pl,unamb,pl,Der Brief von den Müttern sind bekannt.,gpt2,8.186479568481445
7,amb_sg_sg,sg,amb,sg,Der Einbruch in die Bank ist bekannt.,gpt2,3.2569828033447266
7,amb_sg_pl,sg,amb,pl,Der Einbruch in die Bank sind bekannt.,gpt2,9.29960823059082
7,amb_pl_sg,pl,amb,sg,Der Einbruch in die Banken ist bekannt.,gpt2,3.1135010719299316
7,amb_pl_pl,pl,amb,pl,Der Einbruch in die Banken sind bekannt.,gpt2,7.569578647613525
7,unamb_sg_sg,sg,unamb,sg,Der Einbruch bei der Bank ist bekannt.,gpt2,3.036189079284668
7,unamb_sg_pl,sg,unamb,pl,Der Einbruch bei der Bank sind bekannt.,gpt2,8.989344596862793
7,unamb_pl_sg,pl,unamb,sg,Der Einbruch bei den Banken ist bekannt.,gpt2,2.076369524002075
7,unamb_pl_pl,pl,unamb,pl,Der Einbruch bei den Banken sind bekannt.,gpt2,8.631499290466309
8,amb_sg_sg,sg,amb,sg,Der Ratschlag für die Hausfrau ist bekannt.,gpt2,2.9022459983825684
8,amb_sg_pl,sg,amb,pl,Der Ratschlag für die Hausfrau sind bekannt.,gpt2,8.171303749084473
8,amb_pl_sg,pl,amb,sg,Der Ratschlag für die Hausfrauen ist bekannt.,gpt2,2.755385398864746
8,amb_pl_pl,pl,amb,pl,Der Ratschlag für die Hausfrauen sind bekannt.,gpt2,7.439223289489746
8,unamb_sg_sg,sg,unamb,sg,Der Ratschlag von der Hausfrau ist bekannt.,gpt2,3.598386764526367
8,unamb_sg_pl,sg,unamb,pl,Der Ratschlag von der Hausfrau sind bekannt.,gpt2,9.752180099487305
8,unamb_pl_sg,pl,unamb,sg,Der Ratschlag von den Hausfrauen ist bekannt.,gpt2,3.21354603767395
8,unamb_pl_pl,pl,unamb,pl,Der Ratschlag von den Hausfrauen sind bekannt.,gpt2,8.866835594177246
9,amb_sg_sg,sg,amb,sg,Der Angriff auf die Industriestadt ist bekannt.,gpt2,3.5079357624053955
9,amb_sg_pl,sg,amb,pl,Der Angriff auf die Industriestadt sind bekannt.,gpt2,7.746865272521973
9,amb_pl_sg,pl,amb,sg,Der Angriff auf die Industriestädte ist bekannt.,gpt2,2.1789655685424805
9,amb_pl_pl,pl,amb,pl,Der Angriff auf die Industriestädte sind bekannt.,gpt2,6.745425224304199
9,unamb_sg_sg,sg,unamb,sg,Der Angriff bei der Industriestadt ist bekannt.,gpt2,4.526612281799316
9,unamb_sg_pl,sg,unamb,pl,Der Angriff bei der Industriestadt sind bekannt.,gpt2,8.536507606506348
9,unamb_pl_sg,pl,unamb,sg,Der Angriff bei den Industriestädten ist bekannt.,gpt2,2.102710723876953
9,unamb_pl_pl,pl,unamb,pl,Der Angriff bei den Industriestädten sind bekannt.,gpt2,7.617359161376953
10,amb_sg_sg,sg,amb,sg,Der Bericht über das Fussballspiel ist bekannt.,gpt2,3.7727510929107666
10,amb_sg_pl,sg,amb,pl,Der Bericht über das Fussballspiel sind bekannt.,gpt2,8.295166015625
10,amb_pl_sg,pl,amb,sg,Der Bericht über die Fussballspiele ist bekannt.,gpt2,3.072730541229248
10,amb_pl_pl,pl,amb,pl,Der Bericht über die Fussballspiele sind bekannt.,gpt2,7.8918070793151855
10,unamb_sg_sg,sg,unamb,sg,Der Bericht nach dem Fussballspiel ist bekannt.,gpt2,3.2789127826690674
10,unamb_sg_pl,sg,unamb,pl,Der Bericht nach dem Fussballspiel sind bekannt.,gpt2,7.5985612869262695
10,unamb_pl_sg,pl,unamb,sg,Der Bericht nach den Fussballspielen ist bekannt.,gpt2,2.9473989009857178
10,unamb_pl_pl,pl,unamb,pl,Der Bericht nach den Fussballspielen sind bekannt.,gpt2,7.234607696533203
11,amb_sg_sg,sg,amb,sg,Der Aufstand gegen das Nachbarland ist bekannt.,gpt2,3.1991519927978516
11,amb_sg_pl,sg,amb,pl,Der Aufstand gegen das Nachbarland sind bekannt.,gpt2,8.754671096801758
11,amb_pl_sg,pl,amb,sg,Der Aufstand gegen die Nachbarländer ist bekannt.,gpt2,2.7886807918548584
11,amb_pl_pl,pl,amb,pl,Der Aufstand gegen die Nachbarländer sind bekannt.,gpt2,8.443565368652344
11,unamb_sg_sg,sg,unamb,sg,Der Aufstand in dem Nachbarland ist bekannt.,gpt2,2.682717800140381
11,unamb_sg_pl,sg,unamb,pl,Der Aufstand in dem Nachbarland sind bekannt.,gpt2,9.638734817504883
11,unamb_pl_sg,pl,unamb,sg,Der Aufstand in den Nachbarländern ist bekannt.,gpt2,2.4923837184906006
11,unamb_pl_pl,pl,unamb,pl,Der Aufstand in den Nachbarländern sind bekannt.,gpt2,8.531675338745117
12,amb_sg_sg,sg,amb,sg,Der Aufsatz für das Wochenblatt ist bekannt.,gpt2,2.7276744842529297
12,amb_sg_pl,sg,amb,pl,Der Aufsatz für das Wochenblatt sind bekannt.,gpt2,6.685667037963867
12,amb_pl_sg,pl,amb,sg,Der Aufsatz für die Wochenblätter ist bekannt.,gpt2,2.3862881660461426
12,amb_pl_pl,pl,amb,pl,Der Aufsatz für die Wochenblätter sind bekannt.,gpt2,6.735485553741455
12,unamb_sg_sg,sg,unamb,sg,Der Aufsatz in dem Wochenblatt ist bekannt.,gpt2,3.0357632637023926
12,unamb_sg_pl,sg,unamb,pl,Der Aufsatz in dem Wochenblatt sind bekannt.,gpt2,8.820629119873047
12,unamb_pl_sg,pl,unamb,sg,Der Aufsatz in den Wochenblättern ist bekannt.,gpt2,2.7841954231262207
12,unamb_pl_pl,pl,unamb,pl,Der Aufsatz in den Wochenblättern sind bekannt.,gpt2,7.719910144805908
13,amb_sg_sg,sg,amb,sg,Der Bericht über die Ärztin ist bekannt.,gpt2,3.4139466285705566
13,amb_sg_pl,sg,amb,pl,Der Bericht über die Ärztin sind bekannt.,gpt2,9.386846542358398
13,amb_pl_sg,pl,amb,sg,Der Bericht über die Ärztinnen ist bekannt.,gpt2,6.379957675933838
13,amb_pl_pl,pl,amb,pl,Der Bericht über die Ärztinnen sind bekannt.,gpt2,10.435553550720215
13,unamb_sg_sg,sg,unamb,sg,Der Bericht von der Ärztin ist bekannt.,gpt2,3.212367057800293
13,unamb_sg_pl,sg,unamb,pl,Der Bericht von der Ärztin sind bekannt.,gpt2,8.636149406433105
13,unamb_pl_sg,pl,unamb,sg,Der Bericht von den Ärztinnen ist bekannt.,gpt2,5.085648536682129
13,unamb_pl_pl,pl,unamb,pl,Der Bericht von den Ärztinnen sind bekannt.,gpt2,9.367981910705566
14,amb_sg_sg,sg,amb,sg,Der Verweis auf die Akte ist bekannt.,gpt2,2.379544258117676
14,amb_sg_pl,sg,amb,pl,Der Verweis auf die Akte sind bekannt.,gpt2,6.352704048156738
14,amb_pl_sg,pl,amb,sg,Der Verweis auf die Akten ist bekannt.,gpt2,2.741331100463867
14,amb_pl_pl,pl,amb,pl,Der Verweis auf die Akten sind bekannt.,gpt2,5.618215560913086
14,unamb_sg_sg,sg,unamb,sg,Der Verweis in der Akte ist bekannt.,gpt2,2.090729236602783
14,unamb_sg_pl,sg,unamb,pl,Der Verweis in der Akte sind bekannt.,gpt2,7.124344348907471
14,unamb_pl_sg,pl,unamb,sg,Der Verweis in den Akten ist bekannt.,gpt2,2.176710844039917
14,unamb_pl_pl,pl,unamb,pl,Der Verweis in den Akten sind bekannt.,gpt2,6.343306541442871
15,amb_sg_sg,sg,amb,sg,Der Kredit für die Grossbank ist bekannt.,gpt2,2.1235718727111816
15,amb_sg_pl,sg,amb,pl,Der Kredit für die Grossbank sind bekannt.,gpt2,5.955641269683838
15,amb_pl_sg,pl,amb,sg,Der Kredit für die Grossbanken ist bekannt.,gpt2,1.841455101966858
15,amb_pl_pl,pl,amb,pl,Der Kredit für die Grossbanken sind bekannt.,gpt2,6.581590175628662
15,unamb_sg_sg,sg,unamb,sg,Der Kredit von der Grossbank ist bekannt.,gpt2,2.8576087951660156
15,unamb_sg_pl,sg,unamb,pl,Der Kredit von der Grossbank sind bekannt.,gpt2,7.325839996337891
15,unamb_pl_sg,pl,unamb,sg,Der Kredit von den Grossbanken ist bekannt.,gpt2,2.1632018089294434
15,unamb_pl_pl,pl,unamb,pl,Der Kredit von den Grossbanken sind bekannt.,gpt2,7.652268886566162
16,amb_sg_sg,sg,amb,sg,Das Gespräch über das Mädchen ist bekannt.,gpt2,3.04140043258667
16,amb_sg_pl,sg,amb,pl,Das Gespräch über das Mädchen sind bekannt.,gpt2,7.854922771453857
16,amb_pl_sg,pl,amb,sg,Das Gespräch über die Mädchen ist bekannt.,gpt2,3.6497318744659424
16,amb_pl_pl,pl,amb,pl,Das Gespräch über die Mädchen sind bekannt.,gpt2,6.956067085266113
16,unamb_sg_sg,sg,unamb,sg,Das Gespräch mit dem Mädchen ist bekannt.,gpt2,2.4925601482391357
16,unamb_sg_pl,sg,unamb,pl,Das Gespräch mit dem Mädchen sind bekannt.,gpt2,8.821455955505371
16,unamb_pl_sg,pl,unamb,sg,Das Gespräch mit den Mädchen ist bekannt.,gpt2,2.4193642139434814
16,unamb_pl_pl,pl,unamb,pl,Das Gespräch mit den Mädchen sind bekannt.,gpt2,8.260458946228027
17,amb_sg_sg,sg,amb,sg,Das Buch über die Bibliothek ist bekannt.,gpt2,2.6430230140686035
17,amb_sg_pl,sg,amb,pl,Das Buch über die Bibliothek sind bekannt.,gpt2,8.069795608520508
17,amb_pl_sg,pl,amb,sg,Das Buch über die Bibliotheken ist bekannt.,gpt2,3.250462770462036
17,amb_pl_pl,pl,amb,pl,Das Buch über die Bibliotheken sind bekannt.,gpt2,7.7928056716918945
17,unamb_sg_sg,sg,unamb,sg,Das Buch in der Bibliothek ist bekannt.,gpt2,2.2682642936706543
17,unamb_sg_pl,sg,unamb,pl,Das Buch in der Bibliothek sind bekannt.,gpt2,6.9670939445495605
17,unamb_pl_sg,pl,unamb,sg,Das Buch in den Bibliotheken ist bekannt.,gpt2,2.6508629322052
17,unamb_pl_pl,pl,unamb,pl,Das Buch in den Bibliotheken sind bekannt.,gpt2,6.378859519958496
18,amb_sg_sg,sg,amb,sg,Das Bild für die Frau ist bekannt.,gpt2,2.3584513664245605
18,amb_sg_pl,sg,amb,pl,Das Bild für die Frau sind bekannt.,gpt2,6.791907787322998
18,amb_pl_sg,pl,amb,sg,Das Bild für die Frauen ist bekannt.,gpt2,2.5174074172973633
18,amb_pl_pl,pl,amb,pl,Das Bild für die Frauen sind bekannt.,gpt2,5.958371162414551
18,unamb_sg_sg,sg,unamb,sg,Das Bild mit der Frau ist bekannt.,gpt2,2.4482779502868652
18,unamb_sg_pl,sg,unamb,pl,Das Bild mit der Frau sind bekannt.,gpt2,7.816976070404053
18,unamb_pl_sg,pl,unamb,sg,Das Bild mit den Frauen ist bekannt.,gpt2,2.4078304767608643
18,unamb_pl_pl,pl,unamb,pl,Das Bild mit den Frauen sind bekannt.,gpt2,6.553971290588379
19,amb_sg_sg,sg,amb,sg,Das Telegramm für die Sängerin ist bekannt.,gpt2,2.611518621444702
19,amb_sg_pl,sg,amb,pl,Das Telegramm für die Sängerin sind bekannt.,gpt2,8.515945434570312
19,amb_pl_sg,pl,amb,sg,Das Telegramm für die Sängerinnen ist bekannt.,gpt2,3.128053665161133
19,amb_pl_pl,pl,amb,pl,Das Telegramm für die Sängerinnen sind bekannt.,gpt2,7.698236465454102
19,unamb_sg_sg,sg,unamb,sg,Das Telegramm von der Sängerin ist bekannt.,gpt2,2.6354172229766846
19,unamb_sg_pl,sg,unamb,pl,Das Telegramm von der Sängerin sind bekannt.,gpt2,9.255785942077637
19,unamb_pl_sg,pl,unamb,sg,Das Telegramm von den Sängerinnen ist bekannt.,gpt2,2.817593812942505
19,unamb_pl_pl,pl,unamb,pl,Das Telegramm von den Sängerinnen sind bekannt.,gpt2,8.08446979522705
20,amb_sg_sg,sg,amb,sg,Das Gerücht über die Kleinstadt ist bekannt.,gpt2,2.880941152572632
20,amb_sg_pl,sg,amb,pl,Das Gerücht über die Kleinstadt sind bekannt.,gpt2,4.984731674194336
20,amb_pl_sg,pl,amb,sg,Das Gerücht über die Kleinstädte ist bekannt.,gpt2,2.6378324031829834
20,amb_pl_pl,pl,amb,pl,Das Gerücht über die Kleinstädte sind bekannt.,gpt2,4.450111389160156
20,unamb_sg_sg,sg,unamb,sg,Das Gerücht in der Kleinstadt ist bekannt.,gpt2,2.264219284057617
20,unamb_sg_pl,sg,unamb,pl,Das Gerücht in der Kleinstadt sind bekannt.,gpt2,4.481443405151367
20,unamb_pl_sg,pl,unamb,sg,Das Gerücht in den Kleinstädten ist bekannt.,gpt2,1.8936296701431274
20,unamb_pl_pl,pl,unamb,pl,Das Gerücht in den Kleinstädten sind bekannt.,gpt2,4.78957986831665
21,amb_sg_sg,sg,amb,sg,Das Geschenk für die Tante ist bekannt.,gpt2,2.5237460136413574
21,amb_sg_pl,sg,amb,pl,Das Geschenk für die Tante sind bekannt.,gpt2,6.94508695602417
21,amb_pl_sg,pl,amb,sg,Das Geschenk für die Tanten ist bekannt.,gpt2,2.5933189392089844
21,amb_pl_pl,pl,amb,pl,Das Geschenk für die Tanten sind bekannt.,gpt2,5.505306243896484
21,unamb_sg_sg,sg,unamb,sg,Das Geschenk von der Tante ist bekannt.,gpt2,2.927891969680786
21,unamb_sg_pl,sg,unamb,pl,Das Geschenk von der Tante sind bekannt.,gpt2,7.703198432922363
21,unamb_pl_sg,pl,unamb,sg,Das Geschenk von den Tanten ist bekannt.,gpt2,3.267824649810791
21,unamb_pl_pl,pl,unamb,pl,Das Geschenk von den Tanten sind bekannt.,gpt2,6.408297061920166
22,amb_sg_sg,sg,amb,sg,Die Beratung über die Fabrik ist bekannt.,gpt2,3.0491724014282227
22,amb_sg_pl,sg,amb,pl,Die Beratung über die Fabrik sind bekannt.,gpt2,5.182114601135254
22,amb_pl_sg,pl,amb,sg,Die Beratung über die Fabriken ist bekannt.,gpt2,2.728811740875244
22,amb_pl_pl,pl,amb,pl,Die Beratung über die Fabriken sind bekannt.,gpt2,4.750998020172119
22,unamb_sg_sg,sg,unamb,sg,Die Beratung in der Fabrik ist bekannt.,gpt2,2.208883047103882
22,unamb_sg_pl,sg,unamb,pl,Die Beratung in der Fabrik sind bekannt.,gpt2,5.698186874389648
22,unamb_pl_sg,pl,unamb,sg,Die Beratung in den Fabriken ist bekannt.,gpt2,2.2386841773986816
22,unamb_pl_pl,pl,unamb,pl,Die Beratung in den Fabriken sind bekannt.,gpt2,5.471304416656494
23,amb_sg_sg,sg,amb,sg,Die Überweisung auf das Konto ist bekannt.,gpt2,4.474218845367432
23,amb_sg_pl,sg,amb,pl,Die Überweisung auf das Konto sind bekannt.,gpt2,7.873419284820557
23,amb_pl_sg,pl,amb,sg,Die Überweisung auf die Konten ist bekannt.,gpt2,3.993074893951416
23,amb_pl_pl,pl,amb,pl,Die Überweisung auf die Konten sind bekannt.,gpt2,6.20464563369751
23,unamb_sg_sg,sg,unamb,sg,Die Überweisung von dem Konto ist bekannt.,gpt2,3.077752113342285
23,unamb_sg_pl,sg,unamb,pl,Die Überweisung von dem Konto sind bekannt.,gpt2,6.605042457580566
23,unamb_pl_sg,pl,unamb,sg,Die Überweisung von den Konten ist bekannt.,gpt2,3.7504472732543945
23,unamb_pl_pl,pl,unamb,pl,Die Überweisung von den Konten sind bekannt.,gpt2,5.649998664855957
24,amb_sg_sg,sg,amb,sg,Die Übersetzung in die Fremdsprache ist bekannt.,gpt2,1.6967215538024902
24,amb_sg_pl,sg,amb,pl,Die Übersetzung in die Fremdsprache sind bekannt.,gpt2,7.2831549644470215
24,amb_pl_sg,pl,amb,sg,Die Übersetzung in die Fremdsprachen ist bekannt.,gpt2,1.7638800144195557
24,amb_pl_pl,pl,amb,pl,Die Übersetzung in die Fremdsprachen sind bekannt.,gpt2,6.548181533813477
24,unamb_sg_sg,sg,unamb,sg,Die Übersetzung aus der Fremdsprache ist bekannt.,gpt2,2.7863173484802246
24,unamb_sg_pl,sg,unamb,pl,Die Übersetzung aus der Fremdsprache sind bekannt.,gpt2,7.782144069671631
24,unamb_pl_sg,pl,unamb,sg,Die Übersetzung aus den Fremdsprachen ist bekannt.,gpt2,1.8328453302383423
24,unamb_pl_pl,pl,unamb,pl,Die Übersetzung aus den Fremdsprachen sind bekannt.,gpt2,5.942296504974365
25,amb_sg_sg,sg,amb,sg,Die Stellungnahme gegen die Demonstration ist bekannt.,gpt2,3.4089272022247314
25,amb_sg_pl,sg,amb,pl,Die Stellungnahme gegen die Demonstration sind bekannt.,gpt2,8.52542781829834
25,amb_pl_sg,pl,amb,sg,Die Stellungnahme gegen die Demonstrationen ist bekannt.,gpt2,3.410611867904663
25,amb_pl_pl,pl,amb,pl,Die Stellungnahme gegen die Demonstrationen sind bekannt.,gpt2,7.372037887573242
25,unamb_sg_sg,sg,unamb,sg,Die Stellungnahme zu der Demonstration ist bekannt.,gpt2,3.249851703643799
25,unamb_sg_pl,sg,unamb,pl,Die Stellungnahme zu der Demonstration sind bekannt.,gpt2,8.465900421142578
25,unamb_pl_sg,pl,unamb,sg,Die Stellungnahme zu den Demonstrationen ist bekannt.,gpt2,3.535060167312622
25,unamb_pl_pl,pl,unamb,pl,Die Stellungnahme zu den Demonstrationen sind bekannt.,gpt2,7.7265729904174805
