Item,Condition,Stimulus,NP_Number,Auxiliary,Full_Sentence,model_type,source_file,surprisal
7,b,The crime in the suburbs,plural,is,The crime in the suburbs is a reflection of the violence in today's society.,gpt2,no_syn,1.3484677076339722
7,c,The crime in the suburb,singular,are,The crime in the suburb are a reflection of the violence in today's society.,gpt2,no_syn,8.461649894714355
7,d,The crime in the suburbs,plural,are,The crime in the suburbs are a reflection of the violence in today's society.,gpt2,no_syn,6.137759208679199
8,a,The defect in the appliance,singular,is,The defect in the appliance is unknown to consumers and government regulators.,gpt2,no_syn,2.0227699279785156
8,b,The defect in the appliances,plural,is,The defect in the appliances is unknown to consumers and government regulators.,gpt2,no_syn,1.8017454147338867
8,c,The defect in the appliance,singular,are,The defect in the appliance are unknown to consumers and government regulators.,gpt2,no_syn,6.816730499267578
8,d,The defect in the appliances,plural,are,The defect in the appliances are unknown to consumers and government regulators.,gpt2,no_syn,5.094866752624512
9,a,The citation on the notecard,singular,is,The citation on the notecard is quite difficult to track down using the library's limited resources.,gpt2,no_syn,2.110811710357666
9,b,The citation on the notecards,plural,is,The citation on the notecards is quite difficult to track down using the library's limited resources.,gpt2,no_syn,2.1465158462524414
9,c,The citation on the notecard,singular,are,The citation on the notecard are quite difficult to track down using the library's limited resources.,gpt2,no_syn,7.873018741607666
9,d,The citation on the notecards,plural,are,The citation on the notecards are quite difficult to track down using the library's limited resources.,gpt2,no_syn,5.259873390197754
10,a,The advertisement on the skyscraper,singular,is,The advertisement on the skyscraper is hard to read except from a long distance away.,gpt2,no_syn,2.9221138954162598
10,b,The advertisement on the skyscrapers,plural,is,The advertisement on the skyscrapers is hard to read except from a long distance away.,gpt2,no_syn,2.2594127655029297
10,c,The advertisement on the skyscraper,singular,are,The advertisement on the skyscraper are hard to read except from a long distance away.,gpt2,no_syn,7.781740665435791
10,d,The advertisement on the skyscrapers,plural,are,The advertisement on the skyscrapers are hard to read except from a long distance away.,gpt2,no_syn,5.433622360229492
11,a,The traitor in the camp,singular,is,The traitor in the camp is passing information to the enemy through various secret methods.,gpt2,no_syn,2.2704052925109863
11,b,The traitor in the camps,plural,is,The traitor in the camps is passing information to the enemy through various secret methods.,gpt2,no_syn,2.455458641052246
11,c,The traitor in the camp,singular,are,The traitor in the camp are passing information to the enemy through various secret methods.,gpt2,no_syn,6.795162677764893
11,d,The traitor in the camps,plural,are,The traitor in the camps are passing information to the enemy through various secret methods.,gpt2,no_syn,5.582098960876465
12,a,The flaw in the argument,singular,is,The flaw in the argument is clear to everyone in the lecture hall after just five minutes.,gpt2,no_syn,0.9442940354347229
12,b,The flaw in the arguments,plural,is,The flaw in the arguments is clear to everyone in the lecture hall after just five minutes.,gpt2,no_syn,1.6508911848068237
12,c,The flaw in the argument,singular,are,The flaw in the argument are clear to everyone in the lecture hall after just five minutes.,gpt2,no_syn,6.718601226806641
12,d,The flaw in the arguments,plural,are,The flaw in the arguments are clear to everyone in the lecture hall after just five minutes.,gpt2,no_syn,5.218869209289551
13,a,The door to the laboratory,singular,is,The door to the laboratory is left unlocked by the cleaning service.,gpt2,no_syn,1.642640471458435
13,b,The door to the laboratories,plural,is,The door to the laboratories is left unlocked by the cleaning service.,gpt2,no_syn,1.5913739204406738
13,c,The door to the laboratory,singular,are,The door to the laboratory are left unlocked by the cleaning service.,gpt2,no_syn,7.735307216644287
13,d,The door to the laboratories,plural,are,The door to the laboratories are left unlocked by the cleaning service.,gpt2,no_syn,5.842289447784424
14,a,The memo from the supervisor,singular,is,The memo from the supervisor is about the delinquent tax return.,gpt2,no_syn,3.8968381881713867
14,b,The memo from the supervisors,plural,is,The memo from the supervisors is about the delinquent tax return.,gpt2,no_syn,3.492475986480713
14,c,The memo from the supervisor,singular,are,The memo from the supervisor are about the delinquent tax return.,gpt2,no_syn,9.830988883972168
14,d,The memo from the supervisors,plural,are,The memo from the supervisors are about the delinquent tax return.,gpt2,no_syn,8.225019454956055
15,a,The check from the stockbroker,singular,is,The check from the stockbroker is a dividend on a long-term bond.,gpt2,no_syn,2.3138442039489746
15,b,The check from the stockbrokers,plural,is,The check from the stockbrokers is a dividend on a long-term bond.,gpt2,no_syn,2.281398296356201
15,c,The check from the stockbroker,singular,are,The check from the stockbroker are a dividend on a long-term bond.,gpt2,no_syn,7.765695095062256
15,d,The check from the stockbrokers,plural,are,The check from the stockbrokers are a dividend on a long-term bond.,gpt2,no_syn,5.946963787078857
16,a,The key to the cell,singular,is,The key to the cell is rusty from many years of disuse.,gpt2,no_syn,2.2114548683166504
16,b,The key to the cells,plural,is,The key to the cells is rusty from many years of disuse.,gpt2,no_syn,1.6956136226654053
16,c,The key to the cell,singular,are,The key to the cell are rusty from many years of disuse.,gpt2,no_syn,6.369818210601807
16,d,The key to the cells,plural,are,The key to the cells are rusty from many years of disuse.,gpt2,no_syn,4.018291473388672
17,a,The letter from the investigator,singular,is,The letter from the investigator is received in San Francisco in late March.,gpt2,no_syn,3.2903666496276855
17,b,The letter from the investigators,plural,is,The letter from the investigators is received in San Francisco in late March.,gpt2,no_syn,3.0921058654785156
17,c,The letter from the investigator,singular,are,The letter from the investigator are received in San Francisco in late March.,gpt2,no_syn,9.252806663513184
17,d,The letter from the investigators,plural,are,The letter from the investigators are received in San Francisco in late March.,gpt2,no_syn,7.561191558837891
18,a,The entrance to the exhibit,singular,is,The entrance to the exhibit is hard to locate on the diagram.,gpt2,no_syn,1.7748684883117676
18,b,The entrance to the exhibits,plural,is,The entrance to the exhibits is hard to locate on the diagram.,gpt2,no_syn,1.385610580444336
18,c,The entrance to the exhibit,singular,are,The entrance to the exhibit are hard to locate on the diagram.,gpt2,no_syn,7.181759357452393
18,d,The entrance to the exhibits,plural,are,The entrance to the exhibits are hard to locate on the diagram.,gpt2,no_syn,4.040494918823242
19,a,The warning from the expert,singular,is,The warning from the expert is a shock to the residents of the city.,gpt2,no_syn,3.2110507488250732
19,b,The warning from the experts,plural,is,The warning from the experts is a shock to the residents of the city.,gpt2,no_syn,2.0529298782348633
19,c,The warning from the expert,singular,are,The warning from the expert are a shock to the residents of the city.,gpt2,no_syn,7.570059776306152
19,d,The warning from the experts,plural,are,The warning from the experts are a shock to the residents of the city.,gpt2,no_syn,6.249028205871582
20,a,The bridge to the island,singular,is,The bridge to the island is about ten miles off the main highway.,gpt2,no_syn,1.8035426139831543
20,b,The bridge to the islands,plural,is,The bridge to the islands is about ten miles off the main highway.,gpt2,no_syn,1.6888885498046875
20,c,The bridge to the island,singular,are,The bridge to the island are about ten miles off the main highway.,gpt2,no_syn,7.1503825187683105
20,d,The bridge to the islands,plural,are,The bridge to the islands are about ten miles off the main highway.,gpt2,no_syn,5.442985534667969
21,a,The gift from the visitor,singular,is,The gift from the visitor is a beautiful clock from Germany.,gpt2,no_syn,1.756791114807129
21,b,The gift from the visitors,plural,is,The gift from the visitors is a beautiful clock from Germany.,gpt2,no_syn,1.9918118715286255
21,c,The gift from the visitor,singular,are,The gift from the visitor are a beautiful clock from Germany.,gpt2,no_syn,6.982224464416504
21,d,The gift from the visitors,plural,are,The gift from the visitors are a beautiful clock from Germany.,gpt2,no_syn,5.479070663452148
22,a,The path to the monument,singular,is,The path to the monument is lined with lovely trees and flowers.,gpt2,no_syn,1.3366037607192993
22,b,The path to the monuments,plural,is,The path to the monuments is lined with lovely trees and flowers.,gpt2,no_syn,1.547508955001831
22,c,The path to the monument,singular,are,The path to the monument are lined with lovely trees and flowers.,gpt2,no_syn,6.335916996002197
22,d,The path to the monuments,plural,are,The path to the monuments are lined with lovely trees and flowers.,gpt2,no_syn,4.041382789611816
23,a,The message from the engineer,singular,is,The message from the engineer is about the recent weakening to the building's structural supports.,gpt2,no_syn,1.9081964492797852
23,b,The message from the engineers,plural,is,The message from the engineers is about the recent weakening to the building's structural supports.,gpt2,no_syn,1.586380124092102
23,c,The message from the engineer,singular,are,The message from the engineer are about the recent weakening to the building's structural supports.,gpt2,no_syn,7.851357460021973
23,d,The message from the engineers,plural,are,The message from the engineers are about the recent weakening to the building's structural supports.,gpt2,no_syn,6.24114990234375
24,a,The gate to the pasture,singular,is,The gate to the pasture is falling down due to disrepair.,gpt2,no_syn,1.7476056814193726
24,b,The gate to the pastures,plural,is,The gate to the pastures is falling down due to disrepair.,gpt2,no_syn,2.107245445251465
24,c,The gate to the pasture,singular,are,The gate to the pasture are falling down due to disrepair.,gpt2,no_syn,6.789529323577881
24,d,The gate to the pastures,plural,are,The gate to the pastures are falling down due to disrepair.,gpt2,no_syn,6.098219871520996
1,a,The cake at the senator’s celebration,singular,is,The cake at the senator’s celebration is delicious.,gpt2,syn,2.6889848709106445
1,b,The cake at the senator’s celebration,singular,are,The cake at the senator’s celebration are delicious.,gpt2,syn,7.701573371887207
1,c,The cake at the senators’ celebration,plural,is,The cake at the senators’ celebration is delicious.,gpt2,syn,2.534254550933838
1,d,The cake at the senators’ celebration,plural,are,The cake at the senators’ celebration are delicious.,gpt2,syn,6.850897312164307
2,a,The call to the doctor’s secretary,singular,is,The call to the doctor’s secretary is urgent.,gpt2,syn,2.9058547019958496
2,b,The call to the doctor’s secretary,singular,are,The call to the doctor’s secretary are urgent.,gpt2,syn,8.551340103149414
2,c,The call to the doctors’ secretary,plural,is,The call to the doctors’ secretary is urgent.,gpt2,syn,3.0972580909729004
2,d,The call to the doctors’ secretary,plural,are,The call to the doctors’ secretary are urgent.,gpt2,syn,9.059720993041992
3,a,The computer for the laboratory’s experiment,singular,is,The computer for the laboratory’s experiment is modern.,gpt2,syn,2.0302281379699707
3,b,The computer for the laboratory’s experiment,singular,are,The computer for the laboratory’s experiment are modern.,gpt2,syn,7.961578845977783
3,c,The computer for the laboratories’ experiment,plural,is,The computer for the laboratories’ experiment is modern.,gpt2,syn,2.0240745544433594
3,d,The computer for the laboratories’ experiment,plural,are,The computer for the laboratories’ experiment are modern.,gpt2,syn,7.281757354736328
4,a,The encounter with the wolf's baby,singular,is,The encounter with the wolf's baby is frightening.,gpt2,syn,3.666015625
4,b,The encounter with the wolf's baby,singular,are,The encounter with the wolf's baby are frightening.,gpt2,syn,8.849945068359375
4,c,The encounter with the wolves' baby,plural,is,The encounter with the wolves' baby is frightening.,gpt2,syn,3.951801061630249
4,d,The encounter with the wolves' baby,plural,are,The encounter with the wolves' baby are frightening.,gpt2,syn,7.660755157470703
5,a,The plan for the school’s upgrade,singular,is,The plan for the school’s upgrade is unrealistic.,gpt2,syn,1.7310682535171509
5,b,The plan for the school’s upgrade,singular,are,The plan for the school’s upgrade are unrealistic.,gpt2,syn,7.598972797393799
5,c,The plan for the schools’ upgrade,plural,is,The plan for the schools’ upgrade is unrealistic.,gpt2,syn,1.6708412170410156
5,d,The plan for the schools’ upgrade,plural,are,The plan for the schools’ upgrade are unrealistic.,gpt2,syn,6.965915679931641
6,a,The problem with the family’s account,singular,is,The problem with the family’s account is discussed.,gpt2,syn,0.554955244064331
6,b,The problem with the family’s account,singular,are,The problem with the family’s account are discussed.,gpt2,syn,6.428158760070801
6,c,The problem with the families’ account,plural,is,The problem with the families’ account is discussed.,gpt2,syn,0.5949530601501465
6,d,The problem with the families’ account,plural,are,The problem with the families’ account are discussed.,gpt2,syn,5.991910457611084
7,a,The report to the chairman's advisor,singular,is,The report to the chairman's advisor is shocking.,gpt2,syn,3.3647518157958984
7,b,The report to the chairman's advisor,singular,are,The report to the chairman's advisor are shocking.,gpt2,syn,8.535100936889648
7,c,The report to the chairmans' advisor,plural,is,The report to the chairmen' advisor is shocking.,gpt2,syn,3.314162254333496
7,d,The report to the chairmans' advisor,plural,are,The report to the chairmen' advisor are shocking.,gpt2,syn,7.300551414489746
8,a,The telegram for the congressman's lobbyist,singular,is,The telegram for the congressman's lobbyist is never received.,gpt2,syn,3.416327953338623
8,b,The telegram for the congressman's lobbyist,singular,are,The telegram for the congressman's lobbyist are never received.,gpt2,syn,7.3765788078308105
8,c,The telegram for the congressmans' lobbyist,plural,is,The telegram for the congressmans' lobbyist is never received.,gpt2,syn,3.108579635620117
8,d,The telegram for the congressmans' lobbyist,plural,are,The telegram for the congressmans' lobbyist are never received.,gpt2,syn,6.76563835144043
9,a,The announcement from the magazine’s spokeswoman,singular,is,The announcement from the magazine’s spokeswoman is astonishing.,gpt2,syn,3.776397228240967
9,b,The announcement from the magazine’s spokeswoman,singular,are,The announcement from the magazine’s spokeswoman are astonishing.,gpt2,syn,8.839255332946777
9,c,The announcement from the magazines’ spokeswoman,plural,is,The announcement from the magazines’ spokeswoman is astonishing.,gpt2,syn,3.5748331546783447
9,d,The announcement from the magazines’ spokeswoman,plural,are,The announcement from the magazines’ spokeswoman are astonishing.,gpt2,syn,8.421588897705078
10,a,The large dog at the toddler’s party,singular,is,The large dog at the toddler’s party is adorable.,gpt2,syn,2.865358352661133
10,b,The large dog at the toddler’s party,singular,are,The large dog at the toddler’s party are adorable.,gpt2,syn,7.223649978637695
10,c,The large dog at the toddlers’ party,plural,is,The large dog at the toddlers’ party is adorable.,gpt2,syn,2.92244815826416
10,d,The large dog at the toddlers’ party,plural,are,The large dog at the toddlers’ party are adorable.,gpt2,syn,7.190682411193848
11,a,The letter to the housewife’s representative,singular,is,The letter to the housewife’s representative is hostile.,gpt2,syn,3.3689653873443604
11,b,The letter to the housewife’s representative,singular,are,The letter to the housewife’s representative are hostile.,gpt2,syn,8.546821594238281
11,c,The letter to the housewives’ representative,plural,is,The letter to the housewives’ representative is hostile.,gpt2,syn,3.5097415447235107
11,d,The letter to the housewives’ representative,plural,are,The letter to the housewives’ representative are hostile.,gpt2,syn,8.478446006774902
12,a,The message for the wizard’s apprentice,singular,is,The message for the wizard’s apprentice is puzzling.,gpt2,syn,1.0651284456253052
12,b,The message for the wizard’s apprentice,singular,are,The message for the wizard’s apprentice are puzzling.,gpt2,syn,6.419010162353516
12,c,The message for the wizards’ apprentice,plural,is,The message for the wizards’ apprentice is puzzling.,gpt2,syn,1.2925167083740234
12,d,The message for the wizards’ apprentice,plural,are,The message for the wizards’ apprentice are puzzling.,gpt2,syn,6.013044357299805
13,a,The outfit for the saleslady’s display,singular,is,The outfit for the saleslady’s display is attractive.,gpt2,syn,1.7947770357131958
13,b,The outfit for the saleslady’s display,singular,are,The outfit for the saleslady’s display are attractive.,gpt2,syn,6.2812652587890625
13,c,The outfit for the salesladies’ display,plural,is,The outfit for the salesladies’ display is attractive.,gpt2,syn,1.9295543432235718
13,d,The outfit for the salesladies’ display,plural,are,The outfit for the salesladies’ display are attractive.,gpt2,syn,5.95237398147583
14,a,The position in the woman's newsletter,singular,is,The position in the woman's newsletter is unpopular.,gpt2,syn,1.935552954673767
14,b,The position in the woman's newsletter,singular,are,The position in the woman's newsletter are unpopular.,gpt2,syn,7.732611179351807
14,c,The position in the women's newsletter,plural,is,The position in the women's newsletter is unpopular.,gpt2,syn,1.6510342359542847
14,d,The position in the women's newsletter,plural,are,The position in the women's newsletter are unpopular.,gpt2,syn,7.0371503829956055
15,a,The promise from the company’s salesman,singular,is,The promise from the company’s salesman is broken.,gpt2,syn,1.8788965940475464
15,b,The promise from the company’s salesman,singular,are,The promise from the company’s salesman are broken.,gpt2,syn,7.821889877319336
15,c,The promise from the companies’ salesman,plural,is,The promise from the companies’ salesman is broken.,gpt2,syn,1.7328517436981201
15,d,The promise from the companies’ salesman,plural,are,The promise from the companies’ salesman are broken.,gpt2,syn,7.019930839538574
16,a,The speech about the councilman's proposal,singular,is,The speech about the councilman's proposal is convincing.,gpt2,syn,3.000135898590088
16,b,The speech about the councilman's proposal,singular,are,The speech about the councilman's proposal are convincing.,gpt2,syn,8.091726303100586
16,c,The speech about the councilmans' proposal,plural,is,The speech about the councilmans' proposal is convincing.,gpt2,syn,2.8437318801879883
16,d,The speech about the councilmans' proposal,plural,are,The speech about the councilmans' proposal are convincing.,gpt2,syn,7.5332231521606445
17,a,The confession of the thief's accomplice,singular,is,The confession of the thief's accomplice is tape recorded.,gpt2,syn,2.416872024536133
17,b,The confession of the thief's accomplice,singular,are,The confession of the thief's accomplice are tape recorded.,gpt2,syn,7.605112075805664
17,c,The confession of the thieves' accomplice,plural,is,The confession of the thieves' accomplice is tape recorded.,gpt2,syn,2.494359016418457
17,d,The confession of the thieves' accomplice,plural,are,The confession of the thieves' accomplice are tape recorded.,gpt2,syn,7.782574653625488
18,a,The disagreement about the corporation's lawsuit,singular,is,The disagreement about the corporation's lawsuit is petty.,gpt2,syn,2.2754933834075928
18,b,The disagreement about the corporation's lawsuit,singular,are,The disagreement about the corporation's lawsuit are petty.,gpt2,syn,7.315792083740234
18,c,The disagreement about the corporations' lawsuit,plural,is,The disagreement about the corporations' lawsuit is petty.,gpt2,syn,2.166114330291748
18,d,The disagreement about the corporations' lawsuit,plural,are,The disagreement about the corporations' lawsuit are petty.,gpt2,syn,6.729468822479248
19,a,The dress at the designer's showcase,singular,is,The dress at the designer's showcase is expensive.,gpt2,syn,2.327465057373047
19,b,The dress at the designer's showcase,singular,are,The dress at the designer's showcase are expensive.,gpt2,syn,7.120174407958984
19,c,The dress at the designers' showcase,plural,is,The dress at the designers' showcase is expensive.,gpt2,syn,2.28143572807312
19,d,The dress at the designers' showcase,plural,are,The dress at the designers' showcase are expensive.,gpt2,syn,6.788302421569824
20,a,The hex from the fairy's spellbook,singular,is,The hex from the fairy's spellbook is ineffective.,gpt2,syn,1.9306821823120117
20,b,The hex from the fairy's spellbook,singular,are,The hex from the fairy's spellbook are ineffective.,gpt2,syn,6.755846977233887
20,c,The hex from the fairys' spellbook,plural,is,The hex from the fairys' spellbook is ineffective.,gpt2,syn,2.0591278076171875
20,d,The hex from the fairys' spellbook,plural,are,The hex from the fairys' spellbook are ineffective.,gpt2,syn,6.277565002441406
21,a,The job for the cleaning lady's helper,singular,is,The job for the cleaning lady's helper is tiring.,gpt2,syn,1.1721187829971313
21,b,The job for the cleaning lady's helper,singular,are,The job for the cleaning lady's helper are tiring.,gpt2,syn,6.968017101287842
21,c,The job for the cleaningladies' helper,plural,is,The job for the cleaningladies' helper is tiring.,gpt2,syn,1.0792268514633179
21,d,The job for the cleaningladies' helper,plural,are,The job for the cleaningladies' helper are tiring.,gpt2,syn,6.129626750946045
22,a,The restaurant near the fisherman's dock,singular,is,The restaurant near the fisherman's dock is closed down.,gpt2,syn,2.234121084213257
22,b,The restaurant near the fisherman's dock,singular,are,The restaurant near the fisherman's dock are closed down.,gpt2,syn,7.459981918334961
22,c,The restaurant near the fishermans' dock,plural,is,The restaurant near the fishermans' dock is closed down.,gpt2,syn,2.3120343685150146
22,d,The restaurant near the fishermans' dock,plural,are,The restaurant near the fishermans' dock are closed down.,gpt2,syn,6.745597839355469
23,a,The uniform containing the policeman's key,singular,is,The uniform containing the policeman's key is missing.,gpt2,syn,2.0509800910949707
23,b,The uniform containing the policeman's key,singular,are,The uniform containing the policeman's key are missing.,gpt2,syn,7.149109363555908
23,c,The uniform containing the policemans' key,plural,is,The uniform containing the policemans' key is missing.,gpt2,syn,2.7007229328155518
23,d,The uniform containing the policemans' key,plural,are,The uniform containing the policemans' key are missing.,gpt2,syn,4.555802345275879
24,a,The visit with the student's teacher,singular,is,The visit with the student's teacher is informative.,gpt2,syn,2.873210906982422
24,b,The visit with the student's teacher,singular,are,The visit with the student's teacher are informative.,gpt2,syn,7.914485931396484
24,c,The visit with the students' teacher,plural,is,The visit with the students' teacher is informative.,gpt2,syn,3.0566465854644775
24,d,The visit with the students' teacher,plural,are,The visit with the students' teacher are informative.,gpt2,syn,8.130193710327148
25,a,The antique trunk for the child's toy,singular,is,The antique trunk for the child's toy is large.,gpt2,syn,2.244161605834961
25,b,The antique trunk for the child's toy,singular,are,The antique trunk for the child's toy are large.,gpt2,syn,6.60102653503418
25,c,The antique trunk for the children's toy,plural,is,The antique trunk for the children's toy is large.,gpt2,syn,2.916041851043701
25,d,The antique trunk for the children's toy,plural,are,The antique trunk for the children's toy are large.,gpt2,syn,6.337672710418701
26,a,The car with the policeman's insignia,singular,is,The car with the policeman's insignia is new.,gpt2,syn,2.7763333320617676
26,b,The car with the policeman's insignia,singular,are,The car with the policeman's insignia are new.,gpt2,syn,7.845028400421143
26,c,The car with the policemans' insignia,plural,is,The car with the policemans' insignia is new.,gpt2,syn,2.8952174186706543
26,d,The car with the policemans' insignia,plural,are,The car with the policemans' insignia are new.,gpt2,syn,7.266791820526123
27,a,The invasion of the enemy's bunker,singular,is,The invasion of the enemy's bunker is merciless.,gpt2,syn,2.5369269847869873
27,b,The invasion of the enemy's bunker,singular,are,The invasion of the enemy's bunker are merciless.,gpt2,syn,8.059449195861816
27,c,The invasion of the enemies' bunker,plural,is,The invasion of the enemies' bunker is merciless.,gpt2,syn,2.497661828994751
27,d,The invasion of the enemies' bunker,plural,are,The invasion of the enemies' bunker are merciless.,gpt2,syn,7.989513397216797
28,a,The memo from the supervisor's lawyer,singular,is,The memo from the supervisor's lawyer is harsh.,gpt2,syn,4.0254645347595215
28,b,The memo from the supervisor's lawyer,singular,are,The memo from the supervisor's lawyer are harsh.,gpt2,syn,9.948514938354492
28,c,The memo from the supervisors' lawyer,plural,is,The memo from the supervisors' lawyer is harsh.,gpt2,syn,4.116741180419922
28,d,The memo from the supervisors' lawyer,plural,are,The memo from the supervisors' lawyer are harsh.,gpt2,syn,9.70504379272461
29,a,The picnic with the baby's caretaker,singular,is,The picnic with the baby's caretaker is enjoyable.,gpt2,syn,2.4398910999298096
29,b,The picnic with the baby's caretaker,singular,are,The picnic with the baby's caretaker are enjoyable.,gpt2,syn,6.363909721374512
29,c,The picnic with the babies' caretaker,plural,is,The picnic with the babies' caretaker is enjoyable.,gpt2,syn,2.726925849914551
29,d,The picnic with the babies' caretaker,plural,are,The picnic with the babies' caretaker are enjoyable.,gpt2,syn,6.325528144836426
30,a,The tiny fountain in the elf's garden,singular,is,The tiny fountain in the elf's garden is amusing.,gpt2,syn,1.4796466827392578
30,b,The tiny fountain in the elf's garden,singular,are,The tiny fountain in the elf's garden are amusing.,gpt2,syn,6.891420364379883
30,c,The tiny fountain in the elves' garden,plural,is,The tiny fountain in the elves' garden is amusing.,gpt2,syn,1.4203681945800781
30,d,The tiny fountain in the elves' garden,plural,are,The tiny fountain in the elves' garden are amusing.,gpt2,syn,6.261661529541016
31,a,The truck with the fireman's hose,singular,is,The truck with the fireman's hose is leaving.,gpt2,syn,3.131669044494629
31,b,The truck with the fireman's hose,singular,are,The truck with the fireman's hose are leaving.,gpt2,syn,8.311982154846191
31,c,The truck with the firemans' hose,plural,is,The truck with the firemans' hose is leaving.,gpt2,syn,3.0620083808898926
31,d,The truck with the firemans' hose,plural,are,The truck with the firemans' hose are leaving.,gpt2,syn,7.516140460968018
32,a,The response to the country's attack,singular,is,The response to the country's attack is immediate.,gpt2,syn,3.034792423248291
32,b,The response to the country's attack,singular,are,The response to the country's attack are immediate.,gpt2,syn,8.680498123168945
32,c,The response to the countries' attack,plural,is,The response to the countries' attack is immediate.,gpt2,syn,2.582737922668457
32,d,The response to the countries' attack,plural,are,The response to the countries' attack are immediate.,gpt2,syn,7.587346076965332
