lg,item,syn,sentence,condition,headn,attn,verbn,model_type,surprisal
russian,39,0,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG,bert,12.676164627075195
russian,39,0,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL,bert,11.596712112426758
russian,40,0,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG,bert,13.697497367858887
russian,40,0,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL,bert,12.31797981262207
russian,40,0,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG,bert,13.621180534362793
russian,40,0,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL,bert,12.303004264831543
russian,40,0,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG,bert,14.464330673217773
russian,40,0,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL,bert,12.045166015625
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG,bert,14.367776870727539
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL,bert,12.02396297454834
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG,bert,11.469240188598633
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL,bert,11.210811614990234
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG,bert,11.54575252532959
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL,bert,11.254657745361328
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG,bert,12.371824264526367
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL,bert,11.443897247314453
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG,bert,12.415925025939941
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL,bert,11.429457664489746
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG,bert,13.25334358215332
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL,bert,11.0780668258667
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов была содержательной,SG-PL-SG,SG,PL,SG,bert,13.25334358215332
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов были содержательными,SG-PL-PL,SG,PL,PL,bert,11.0780668258667
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG,bert,14.037981033325195
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL,bert,11.801393508911133
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов была содержательной,PL-PL-SG,PL,PL,SG,bert,14.037981033325195
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов были содержательными,PL-PL-PL,PL,PL,PL,bert,11.801393508911133
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG,bert,12.422922134399414
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL,bert,12.820280075073242
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG,bert,12.123027801513672
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL,bert,12.841880798339844
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG,bert,13.439882278442383
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL,bert,12.86349868774414
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG,bert,13.049093246459961
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL,bert,12.742199897766113
russian,44,1,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG,bert,13.021455764770508
russian,44,1,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL,bert,12.122358322143555
russian,44,1,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG,bert,12.95376205444336
russian,44,1,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL,bert,12.100160598754883
russian,44,1,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG,bert,13.049560546875
russian,44,1,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL,bert,12.407207489013672
russian,44,1,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG,bert,12.951032638549805
russian,44,1,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL,bert,12.420162200927734
russian,45,1,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG,bert,12.564643859863281
russian,45,1,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL,bert,11.265451431274414
russian,45,1,Выписка из программ во время затянувшегося заседания была сделана,SG-PL-SG,SG,PL,SG,bert,12.5731201171875
russian,45,1,Выписка из программ во время затянувшегося заседания были сделаны,SG-PL-PL,SG,PL,PL,bert,11.282698631286621
russian,45,1,Выписки из программы во время затянувшегося заседания была сделана,PL-SG-SG,PL,SG,SG,bert,12.571157455444336
russian,45,1,Выписки из программы во время затянувшегося заседания были сделаны,PL-SG-PL,PL,SG,PL,bert,11.345744132995605
russian,45,1,Выписки из программ во время затянувшегося заседания была сделана,PL-PL-SG,PL,PL,SG,bert,12.676383972167969
russian,45,1,Выписки из программ во время затянувшегося заседания были сделаны,PL-PL-PL,PL,PL,PL,bert,11.356481552124023
russian,46,1,Выход из ситуации для опытного школьного психолога был очевидным,SG-SG-SG,SG,SG,SG,bert,13.381043434143066
russian,46,1,Выход из ситуации для опытного школьного психолога были очевидными,SG-SG-PL,SG,SG,PL,bert,12.022130966186523
russian,46,1,Выход из ситуаций для опытного школьного психолога был очевидным,SG-PL-SG,SG,PL,SG,bert,13.381043434143066
russian,46,1,Выход из ситуаций для опытного школьного психолога были очевидными,SG-PL-PL,SG,PL,PL,bert,12.022130966186523
russian,46,1,Выходы из ситуации для опытного школьного психолога был очевидным,PL-SG-SG,PL,SG,SG,bert,14.052719116210938
russian,46,1,Выходы из ситуации для опытного школьного психолога были очевидными,PL-SG-PL,PL,SG,PL,bert,12.355613708496094
russian,46,1,Выходы из ситуаций для опытного школьного психолога был очевидным,PL-PL-SG,PL,PL,SG,bert,14.052719116210938
russian,46,1,Выходы из ситуаций для опытного школьного психолога были очевидными,PL-PL-PL,PL,PL,PL,bert,12.355613708496094
russian,47,1,Доска для афиши к ограде маленького театра была прибита,SG-SG-SG,SG,SG,SG,bert,11.90629768371582
russian,47,1,Доска для афиши к ограде маленького театра были прибиты,SG-SG-PL,SG,SG,PL,bert,11.16029167175293
russian,47,1,Доска для афиш к ограде маленького театра была прибита,SG-PL-SG,SG,PL,SG,bert,11.810007095336914
russian,47,1,Доска для афиш к ограде маленького театра были прибиты,SG-PL-PL,SG,PL,PL,bert,10.975988388061523
russian,47,1,Доски для афиши к ограде маленького театра была прибита,PL-SG-SG,PL,SG,SG,bert,12.967424392700195
russian,47,1,Доски для афиши к ограде маленького театра были прибиты,PL-SG-PL,PL,SG,PL,bert,11.778902053833008
russian,47,1,Доски для афиш к ограде маленького театра была прибита,PL-PL-SG,PL,PL,SG,bert,12.906048774719238
russian,47,1,Доски для афиш к ограде маленького театра были прибиты,PL-PL-PL,PL,PL,PL,bert,11.633977890014648
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации была пугающей,SG-SG-SG,SG,SG,SG,bert,11.65376091003418
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации были пугающими,SG-SG-PL,SG,SG,PL,bert,10.244625091552734
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации была пугающей,SG-PL-SG,SG,PL,SG,bert,11.704386711120605
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации были пугающими,SG-PL-PL,SG,PL,PL,bert,10.230091094970703
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации была пугающей,PL-SG-SG,PL,SG,SG,bert,12.328476905822754
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации были пугающими,PL-SG-PL,PL,SG,PL,bert,10.706132888793945
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации была пугающей,PL-PL-SG,PL,PL,SG,bert,12.376724243164062
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации были пугающими,PL-PL-PL,PL,PL,PL,bert,10.707450866699219
russian,49,1,Зал для заседания по масштабам небольшого городка был громадным,SG-SG-SG,SG,SG,SG,bert,10.409621238708496
russian,49,1,Зал для заседания по масштабам небольшого городка были громадными,SG-SG-PL,SG,SG,PL,bert,10.0073823928833
russian,49,1,Зал для заседаний по масштабам небольшого городка был громадным,SG-PL-SG,SG,PL,SG,bert,10.186249732971191
russian,49,1,Зал для заседаний по масштабам небольшого городка были громадными,SG-PL-PL,SG,PL,PL,bert,9.863216400146484
russian,49,1,Залы для заседания по масштабам небольшого городка был громадным,PL-SG-SG,PL,SG,SG,bert,11.220819473266602
russian,49,1,Залы для заседания по масштабам небольшого городка были громадными,PL-SG-PL,PL,SG,PL,bert,10.994646072387695
russian,49,1,Залы для заседаний по масштабам небольшого городка был громадным,PL-PL-SG,PL,PL,SG,bert,11.0364990234375
russian,49,1,Залы для заседаний по масштабам небольшого городка были громадными,PL-PL-PL,PL,PL,PL,bert,10.908828735351562
russian,50,1,Запчасть для иномарки по меркам современного автовладельца была старой,SG-SG-SG,SG,SG,SG,bert,12.288396835327148
russian,50,1,Запчасть для иномарки по меркам современного автовладельца были старыми,SG-SG-PL,SG,SG,PL,bert,9.796392440795898
russian,50,1,Запчасть для иномарок по меркам современного автовладельца была старой,SG-PL-SG,SG,PL,SG,bert,12.395223617553711
russian,50,1,Запчасть для иномарок по меркам современного автовладельца были старыми,SG-PL-PL,SG,PL,PL,bert,9.899221420288086
russian,50,1,Запчасти для иномарки по меркам современного автовладельца была старой,PL-SG-SG,PL,SG,SG,bert,12.952108383178711
russian,50,1,Запчасти для иномарки по меркам современного автовладельца были старыми,PL-SG-PL,PL,SG,PL,bert,10.476432800292969
russian,50,1,Запчасти для иномарок по меркам современного автовладельца была старой,PL-PL-SG,PL,PL,SG,bert,13.041470527648926
russian,50,1,Запчасти для иномарок по меркам современного автовладельца были старыми,PL-PL-PL,PL,PL,PL,bert,10.598614692687988
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку было выписано,SG-SG-SG,SG,SG,SG,bert,13.236194610595703
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку были выписаны,SG-SG-PL,SG,SG,PL,bert,12.142327308654785
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку было выписано,SG-PL-SG,SG,PL,SG,bert,12.98713207244873
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку были выписаны,SG-PL-PL,SG,PL,PL,bert,12.11561107635498
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку было выписано,PL-SG-SG,PL,SG,SG,bert,13.806182861328125
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку были выписаны,PL-SG-PL,PL,SG,PL,bert,12.041744232177734
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку было выписано,PL-PL-SG,PL,PL,SG,bert,13.539324760437012
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку были выписаны,PL-PL-PL,PL,PL,PL,bert,12.011968612670898
russian,52,1,Истерика из-за оценки по мнению родителей девочки была бурной,SG-SG-SG,SG,SG,SG,bert,12.597990989685059
russian,52,1,Истерика из-за оценки по мнению родителей девочки были бурными,SG-SG-PL,SG,SG,PL,bert,11.632131576538086
russian,52,1,Истерика из-за оценок по мнению родителей девочки была бурной,SG-PL-SG,SG,PL,SG,bert,12.86270809173584
russian,52,1,Истерика из-за оценок по мнению родителей девочки были бурными,SG-PL-PL,SG,PL,PL,bert,11.795743942260742
russian,52,1,Истерики из-за оценки по мнению родителей девочки была бурной,PL-SG-SG,PL,SG,SG,bert,13.382373809814453
russian,52,1,Истерики из-за оценки по мнению родителей девочки были бурными,PL-SG-PL,PL,SG,PL,bert,11.917309761047363
russian,52,1,Истерики из-за оценок по мнению родителей девочки была бурной,PL-PL-SG,PL,PL,SG,bert,13.543190002441406
russian,52,1,Истерики из-за оценок по мнению родителей девочки были бурными,PL-PL-PL,PL,PL,PL,bert,12.067028045654297
russian,53,1,Камень для ограды с лучшей итальянской каменоломни был завезён,SG-SG-SG,SG,SG,SG,bert,13.556026458740234
russian,53,1,Камень для ограды с лучшей итальянской каменоломни были завезены,SG-SG-PL,SG,SG,PL,bert,12.159584045410156
russian,53,1,Камень для оград с лучшей итальянской каменоломни был завезён,SG-PL-SG,SG,PL,SG,bert,13.609142303466797
russian,53,1,Камень для оград с лучшей итальянской каменоломни были завезены,SG-PL-PL,SG,PL,PL,bert,12.150956153869629
russian,53,1,Камни для ограды с лучшей итальянской каменоломни был завезён,PL-SG-SG,PL,SG,SG,bert,13.952677726745605
russian,53,1,Камни для ограды с лучшей итальянской каменоломни были завезены,PL-SG-PL,PL,SG,PL,bert,12.068647384643555
russian,53,1,Камни для оград с лучшей итальянской каменоломни был завезён,PL-PL-SG,PL,PL,SG,bert,14.00550651550293
russian,53,1,Камни для оград с лучшей итальянской каменоломни были завезены,PL-PL-PL,PL,PL,PL,bert,12.092737197875977
russian,54,1,Кирпич для дачи со склада бракованной продукции был привезён,SG-SG-SG,SG,SG,SG,bert,13.765056610107422
russian,54,1,Кирпич для дачи со склада бракованной продукции были привезены,SG-SG-PL,SG,SG,PL,bert,11.912605285644531
russian,54,1,Кирпич для дач со склада бракованной продукции был привезён,SG-PL-SG,SG,PL,SG,bert,13.802663803100586
russian,54,1,Кирпич для дач со склада бракованной продукции были привезены,SG-PL-PL,SG,PL,PL,bert,11.627907752990723
russian,54,1,Кирпичи для дачи со склада бракованной продукции был привезён,PL-SG-SG,PL,SG,SG,bert,14.156973838806152
russian,54,1,Кирпичи для дачи со склада бракованной продукции были привезены,PL-SG-PL,PL,SG,PL,bert,12.157358169555664
russian,54,1,Кирпичи для дач со склада бракованной продукции был привезён,PL-PL-SG,PL,PL,SG,bert,14.124873161315918
russian,54,1,Кирпичи для дач со склада бракованной продукции были привезены,PL-PL-PL,PL,PL,PL,bert,12.117179870605469
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха был ржавым,SG-SG-SG,SG,SG,SG,bert,13.256612777709961
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха были ржавыми,SG-SG-PL,SG,SG,PL,bert,13.115256309509277
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха был ржавым,SG-PL-SG,SG,PL,SG,bert,13.15752124786377
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха были ржавыми,SG-PL-PL,SG,PL,PL,bert,13.04118537902832
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха был ржавым,PL-SG-SG,PL,SG,SG,bert,14.034570693969727
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха были ржавыми,PL-SG-PL,PL,SG,PL,bert,13.330707550048828
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха был ржавым,PL-PL-SG,PL,PL,SG,bert,13.976858139038086
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха были ржавыми,PL-PL-PL,PL,PL,PL,bert,13.270362854003906
russian,56,1,Комната для вечеринки из-за малого количества мебели была просторной,SG-SG-SG,SG,SG,SG,bert,14.048030853271484
russian,56,1,Комната для вечеринки из-за малого количества мебели были просторными,SG-SG-PL,SG,SG,PL,bert,11.2489013671875
russian,56,1,Комната для вечеринок из-за малого количества мебели была просторной,SG-PL-SG,SG,PL,SG,bert,14.124698638916016
russian,56,1,Комната для вечеринок из-за малого количества мебели были просторными,SG-PL-PL,SG,PL,PL,bert,11.300870895385742
russian,56,1,Комнаты для вечеринки из-за малого количества мебели была просторной,PL-SG-SG,PL,SG,SG,bert,14.57905387878418
russian,56,1,Комнаты для вечеринки из-за малого количества мебели были просторными,PL-SG-PL,PL,SG,PL,bert,11.805938720703125
russian,56,1,Комнаты для вечеринок из-за малого количества мебели была просторной,PL-PL-SG,PL,PL,SG,bert,14.666946411132812
russian,56,1,Комнаты для вечеринок из-за малого количества мебели были просторными,PL-PL-PL,PL,PL,PL,bert,11.88703727722168
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков был неисправен,SG-SG-SG,SG,SG,SG,bert,14.041324615478516
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков были неисправны,SG-SG-PL,SG,SG,PL,bert,13.104129791259766
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков был неисправен,SG-PL-SG,SG,PL,SG,bert,14.004196166992188
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков были неисправны,SG-PL-PL,SG,PL,PL,bert,13.025351524353027
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков был неисправен,PL-SG-SG,PL,SG,SG,bert,14.197908401489258
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков были неисправны,PL-SG-PL,PL,SG,PL,bert,13.143856048583984
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков был неисправен,PL-PL-SG,PL,PL,SG,bert,14.177215576171875
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков были неисправны,PL-PL-PL,PL,PL,PL,bert,13.040315628051758
russian,58,1,Коробка для краски из-за экологических убеждений производителя была картонной,SG-SG-SG,SG,SG,SG,bert,14.798842430114746
russian,58,1,Коробка для краски из-за экологических убеждений производителя были картонными,SG-SG-PL,SG,SG,PL,bert,11.096729278564453
russian,58,1,Коробка для красок из-за экологических убеждений производителя была картонной,SG-PL-SG,SG,PL,SG,bert,14.316690444946289
russian,58,1,Коробка для красок из-за экологических убеждений производителя были картонными,SG-PL-PL,SG,PL,PL,bert,10.90625
russian,58,1,Коробки для краски из-за экологических убеждений производителя была картонной,PL-SG-SG,PL,SG,SG,bert,15.109146118164062
russian,58,1,Коробки для краски из-за экологических убеждений производителя были картонными,PL-SG-PL,PL,SG,PL,bert,12.22330093383789
russian,58,1,Коробки для красок из-за экологических убеждений производителя была картонной,PL-PL-SG,PL,PL,SG,bert,14.72067928314209
russian,58,1,Коробки для красок из-за экологических убеждений производителя были картонными,PL-PL-PL,PL,PL,PL,bert,12.07027816772461
russian,59,1,Лекарство от болезни для отдельных категорий граждан было доступным,SG-SG-SG,SG,SG,SG,bert,12.909736633300781
russian,59,1,Лекарство от болезни для отдельных категорий граждан были доступными,SG-SG-PL,SG,SG,PL,bert,11.961132049560547
russian,59,1,Лекарство от болезней для отдельных категорий граждан было доступным,SG-PL-SG,SG,PL,SG,bert,12.94686508178711
russian,59,1,Лекарство от болезней для отдельных категорий граждан были доступными,SG-PL-PL,SG,PL,PL,bert,11.881828308105469
russian,59,1,Лекарства от болезни для отдельных категорий граждан было доступным,PL-SG-SG,PL,SG,SG,bert,12.971504211425781
russian,59,1,Лекарства от болезни для отдельных категорий граждан были доступными,PL-SG-PL,PL,SG,PL,bert,12.411306381225586
russian,59,1,Лекарства от болезней для отдельных категорий граждан было доступным,PL-PL-SG,PL,PL,SG,bert,13.038562774658203
russian,59,1,Лекарства от болезней для отдельных категорий граждан были доступными,PL-PL-PL,PL,PL,PL,bert,12.378121376037598
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами был белым,SG-SG-SG,SG,SG,SG,bert,12.610280990600586
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами были белыми,SG-SG-PL,SG,SG,PL,bert,11.37261962890625
russian,60,1,Лимузин для свадеб с яркими розовыми бантами был белым,SG-PL-SG,SG,PL,SG,bert,12.711254119873047
russian,60,1,Лимузин для свадеб с яркими розовыми бантами были белыми,SG-PL-PL,SG,PL,PL,bert,11.31401252746582
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами был белым,PL-SG-SG,PL,SG,SG,bert,12.93261432647705
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами были белыми,PL-SG-PL,PL,SG,PL,bert,12.071735382080078
russian,60,1,Лимузины для свадеб с яркими розовыми бантами был белым,PL-PL-SG,PL,PL,SG,bert,13.02959156036377
russian,60,1,Лимузины для свадеб с яркими розовыми бантами были белыми,PL-PL-PL,PL,PL,PL,bert,12.115569114685059
russian,61,1,Лозунг из листовки с целью привлечения внимания был придуман,SG-SG-SG,SG,SG,SG,bert,12.811165809631348
russian,61,1,Лозунг из листовки с целью привлечения внимания были придуманы,SG-SG-PL,SG,SG,PL,bert,10.724878311157227
russian,61,1,Лозунг из листовок с целью привлечения внимания был придуман,SG-PL-SG,SG,PL,SG,bert,12.836751937866211
russian,61,1,Лозунг из листовок с целью привлечения внимания были придуманы,SG-PL-PL,SG,PL,PL,bert,10.740785598754883
russian,61,1,Лозунги из листовки с целью привлечения внимания был придуман,PL-SG-SG,PL,SG,SG,bert,13.026164054870605
russian,61,1,Лозунги из листовки с целью привлечения внимания были придуманы,PL-SG-PL,PL,SG,PL,bert,10.724485397338867
russian,61,1,Лозунги из листовок с целью привлечения внимания был придуман,PL-PL-SG,PL,PL,SG,bert,13.07522964477539
russian,61,1,Лозунги из листовок с целью привлечения внимания были придуманы,PL-PL-PL,PL,PL,PL,bert,10.753373146057129
russian,62,1,Массовка для съёмки из числа местных студентов была набрана,SG-SG-SG,SG,SG,SG,bert,11.916120529174805
russian,62,1,Массовка для съёмки из числа местных студентов были набраны,SG-SG-PL,SG,SG,PL,bert,12.08336067199707
russian,62,1,Массовка для съёмок из числа местных студентов была набрана,SG-PL-SG,SG,PL,SG,bert,11.79269790649414
russian,62,1,Массовка для съёмок из числа местных студентов были набраны,SG-PL-PL,SG,PL,PL,bert,12.049661636352539
russian,62,1,Массовки для съёмки из числа местных студентов была набрана,PL-SG-SG,PL,SG,SG,bert,13.123860359191895
russian,62,1,Массовки для съёмки из числа местных студентов были набраны,PL-SG-PL,PL,SG,PL,bert,12.467901229858398
russian,62,1,Массовки для съёмок из числа местных студентов была набрана,PL-PL-SG,PL,PL,SG,bert,12.982169151306152
russian,62,1,Массовки для съёмок из числа местных студентов были набраны,PL-PL-PL,PL,PL,PL,bert,12.501180648803711
russian,63,1,Материал для крыши из-за нарушения режима хранения был бракованным,SG-SG-SG,SG,SG,SG,bert,14.573660850524902
russian,63,1,Материал для крыши из-за нарушения режима хранения были бракованными,SG-SG-PL,SG,SG,PL,bert,13.433265686035156
russian,63,1,Материал для крыш из-за нарушения режима хранения был бракованным,SG-PL-SG,SG,PL,SG,bert,14.49277114868164
russian,63,1,Материал для крыш из-за нарушения режима хранения были бракованными,SG-PL-PL,SG,PL,PL,bert,13.371068954467773
russian,63,1,Материалы для крыши из-за нарушения режима хранения был бракованным,PL-SG-SG,PL,SG,SG,bert,14.785721778869629
russian,63,1,Материалы для крыши из-за нарушения режима хранения были бракованными,PL-SG-PL,PL,SG,PL,bert,13.405595779418945
russian,63,1,Материалы для крыш из-за нарушения режима хранения был бракованным,PL-PL-SG,PL,PL,SG,bert,14.696639060974121
russian,63,1,Материалы для крыш из-за нарушения режима хранения были бракованными,PL-PL-PL,PL,PL,PL,bert,13.330549240112305
russian,64,1,Мотор для лодки с учётом пожеланий рыбаков был заказан,SG-SG-SG,SG,SG,SG,bert,13.970067977905273
russian,64,1,Мотор для лодки с учётом пожеланий рыбаков были заказаны,SG-SG-PL,SG,SG,PL,bert,12.982253074645996
russian,64,1,Мотор для лодок с учётом пожеланий рыбаков был заказан,SG-PL-SG,SG,PL,SG,bert,13.951807022094727
russian,64,1,Мотор для лодок с учётом пожеланий рыбаков были заказаны,SG-PL-PL,SG,PL,PL,bert,12.941947937011719
russian,64,1,Моторы для лодки с учётом пожеланий рыбаков был заказан,PL-SG-SG,PL,SG,SG,bert,14.588376998901367
russian,64,1,Моторы для лодки с учётом пожеланий рыбаков были заказаны,PL-SG-PL,PL,SG,PL,bert,13.176002502441406
russian,64,1,Моторы для лодок с учётом пожеланий рыбаков был заказан,PL-PL-SG,PL,PL,SG,bert,14.523334503173828
russian,64,1,Моторы для лодок с учётом пожеланий рыбаков были заказаны,PL-PL-PL,PL,PL,PL,bert,13.069723129272461
russian,65,1,Мяч для игры для детских дошкольных учреждений был разработан,SG-SG-SG,SG,SG,SG,bert,14.251121520996094
russian,65,1,Мяч для игры для детских дошкольных учреждений были разработаны,SG-SG-PL,SG,SG,PL,bert,12.859832763671875
russian,65,1,Мяч для игр для детских дошкольных учреждений был разработан,SG-PL-SG,SG,PL,SG,bert,14.29629135131836
russian,65,1,Мяч для игр для детских дошкольных учреждений были разработаны,SG-PL-PL,SG,PL,PL,bert,12.896135330200195
russian,65,1,Мячи для игры для детских дошкольных учреждений был разработан,PL-SG-SG,PL,SG,SG,bert,14.783574104309082
russian,65,1,Мячи для игры для детских дошкольных учреждений были разработаны,PL-SG-PL,PL,SG,PL,bert,12.770895004272461
russian,65,1,Мячи для игр для детских дошкольных учреждений был разработан,PL-PL-SG,PL,PL,SG,bert,14.787822723388672
russian,65,1,Мячи для игр для детских дошкольных учреждений были разработаны,PL-PL-PL,PL,PL,PL,bert,12.831628799438477
russian,66,1,Перелом из-за падения из-за преклонного возраста альпиниста был тяжёлым,SG-SG-SG,SG,SG,SG,bert,12.955453872680664
russian,66,1,Перелом из-за падения из-за преклонного возраста альпиниста были тяжёлыми,SG-SG-PL,SG,SG,PL,bert,11.075408935546875
russian,66,1,Перелом из-за падений из-за преклонного возраста альпиниста был тяжёлым,SG-PL-SG,SG,PL,SG,bert,12.87653636932373
russian,66,1,Перелом из-за падений из-за преклонного возраста альпиниста были тяжёлыми,SG-PL-PL,SG,PL,PL,bert,11.283349990844727
russian,66,1,Переломы из-за падения из-за преклонного возраста альпиниста был тяжёлым,PL-SG-SG,PL,SG,SG,bert,13.159439086914062
russian,66,1,Переломы из-за падения из-за преклонного возраста альпиниста были тяжёлыми,PL-SG-PL,PL,SG,PL,bert,11.580680847167969
russian,66,1,Переломы из-за падений из-за преклонного возраста альпиниста был тяжёлым,PL-PL-SG,PL,PL,SG,bert,13.08153247833252
russian,66,1,Переломы из-за падений из-за преклонного возраста альпиниста были тяжёлыми,PL-PL-PL,PL,PL,PL,bert,11.609369277954102
russian,67,1,Пристань для яхты из-за высоких штормовых волн была мокрой,SG-SG-SG,SG,SG,SG,bert,14.981470108032227
russian,67,1,Пристань для яхты из-за высоких штормовых волн были мокрыми,SG-SG-PL,SG,SG,PL,bert,12.671113967895508
russian,67,1,Пристань для яхт из-за высоких штормовых волн была мокрой,SG-PL-SG,SG,PL,SG,bert,14.93712043762207
russian,67,1,Пристань для яхт из-за высоких штормовых волн были мокрыми,SG-PL-PL,SG,PL,PL,bert,12.523031234741211
russian,67,1,Пристани для яхты из-за высоких штормовых волн была мокрой,PL-SG-SG,PL,SG,SG,bert,15.883607864379883
russian,67,1,Пристани для яхты из-за высоких штормовых волн были мокрыми,PL-SG-PL,PL,SG,PL,bert,13.596356391906738
